set,group,exam,instance,NC,RF,RS,model,heuristic,config,dominance,solved,makespan,time,expand_number,generated_number,depth,dominance_pruned,dominance_pop_pruned,ub_pruned,dr4_pruned,run_date,machine,source_file
j30,44,9,j3044_9,2.1,0.75,1.0,TT2,LBCC,base,False,True,64,0.00051908,34,124,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,44,10,j3044_10,2.1,0.75,1.0,TT2,LBCC,base,False,True,63,0.000744528,43,158,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,45,1,j3045_1,2.1,1.0,0.2,TT2,LBCC,base,False,True,82,0.187698,27330,96103,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,45,2,j3045_2,2.1,1.0,0.2,TT2,LBCC,base,False,True,125,0.0600358,9870,38139,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,45,3,j3045_3,2.1,1.0,0.2,TT2,LBCC,base,False,True,92,0.105487,16711,60593,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,45,4,j3045_4,2.1,1.0,0.2,TT2,LBCC,base,False,True,84,0.201558,28003,111159,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,45,5,j3045_5,2.1,1.0,0.2,TT2,LBCC,base,False,True,86,0.114468,15125,56439,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,45,6,j3045_6,2.1,1.0,0.2,TT2,LBCC,base,False,True,129,0.0786952,11741,44769,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,45,7,j3045_7,2.1,1.0,0.2,TT2,LBCC,base,False,True,101,0.0894753,13676,53686,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,45,8,j3045_8,2.1,1.0,0.2,TT2,LBCC,base,False,True,94,0.124762,20570,73651,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,45,9,j3045_9,2.1,1.0,0.2,TT2,LBCC,base,False,True,82,0.23997,35174,140480,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,45,10,j3045_10,2.1,1.0,0.2,TT2,LBCC,base,False,True,90,0.0325205,4603,16794,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,46,1,j3046_1,2.1,1.0,0.5,TT2,LBCC,base,False,True,59,0.0248782,2105,8809,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,46,2,j3046_2,2.1,1.0,0.5,TT2,LBCC,base,False,True,67,0.384899,31718,140903,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,46,3,j3046_3,2.1,1.0,0.5,TT2,LBCC,base,False,True,65,0.129963,12338,50931,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,46,4,j3046_4,2.1,1.0,0.5,TT2,LBCC,base,False,True,64,0.0380272,2715,10613,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,46,5,j3046_5,2.1,1.0,0.5,TT2,LBCC,base,False,True,57,0.134834,7134,37122,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,46,6,j3046_6,2.1,1.0,0.5,TT2,LBCC,base,False,True,59,0.278657,29742,117165,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,46,7,j3046_7,2.1,1.0,0.5,TT2,LBCC,base,False,True,59,0.428097,52808,216509,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,46,8,j3046_8,2.1,1.0,0.5,TT2,LBCC,base,False,True,58,0.190015,11408,51553,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,46,9,j3046_9,2.1,1.0,0.5,TT2,LBCC,base,False,True,49,0.346745,36423,163042,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,46,10,j3046_10,2.1,1.0,0.5,TT2,LBCC,base,False,True,55,0.95304,106724,430740,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,47,1,j3047_1,2.1,1.0,0.7,TT2,LBCC,base,False,True,58,0.0715196,6599,26968,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,47,2,j3047_2,2.1,1.0,0.7,TT2,LBCC,base,False,True,59,0.00161218,87,351,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,47,3,j3047_3,2.1,1.0,0.7,TT2,LBCC,base,False,True,55,0.399758,45585,172545,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,47,4,j3047_4,2.1,1.0,0.7,TT2,LBCC,base,False,True,49,0.0232504,1723,7793,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,47,5,j3047_5,2.1,1.0,0.7,TT2,LBCC,base,False,True,47,0.056155,5166,21187,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,47,6,j3047_6,2.1,1.0,0.7,TT2,LBCC,base,False,True,53,0.153261,13540,58388,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,47,7,j3047_7,2.1,1.0,0.7,TT2,LBCC,base,False,True,66,0.657976,76390,314326,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,47,8,j3047_8,2.1,1.0,0.7,TT2,LBCC,base,False,True,48,0.000875315,48,195,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,47,9,j3047_9,2.1,1.0,0.7,TT2,LBCC,base,False,True,65,0.00786028,676,2587,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,47,10,j3047_10,2.1,1.0,0.7,TT2,LBCC,base,False,True,60,0.402395,39536,174843,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,48,1,j3048_1,2.1,1.0,1.0,TT2,LBCC,base,False,True,63,0.000489979,33,116,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,48,2,j3048_2,2.1,1.0,1.0,TT2,LBCC,base,False,True,54,0.000560289,37,139,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,48,3,j3048_3,2.1,1.0,1.0,TT2,LBCC,base,False,True,50,0.00139588,35,157,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,48,4,j3048_4,2.1,1.0,1.0,TT2,LBCC,base,False,True,57,0.00297438,219,930,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,48,5,j3048_5,2.1,1.0,1.0,TT2,LBCC,base,False,True,58,0.00477403,511,1807,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,48,6,j3048_6,2.1,1.0,1.0,TT2,LBCC,base,False,True,58,0.000607709,33,122,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,48,7,j3048_7,2.1,1.0,1.0,TT2,LBCC,base,False,True,55,0.00691968,507,2157,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,48,8,j3048_8,2.1,1.0,1.0,TT2,LBCC,base,False,True,44,0.000576143,33,111,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,48,9,j3048_9,2.1,1.0,1.0,TT2,LBCC,base,False,True,59,0.00261465,191,869,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,48,10,j3048_10,2.1,1.0,1.0,TT2,LBCC,base,False,True,54,0.00109709,33,128,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcc_j30.csv
j30,1,1,j301_1,1.5,0.25,0.2,TT2,LBCS,base,False,True,43,15.4203,2115545,13593787,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,1,2,j301_2,1.5,0.25,0.2,TT2,LBCS,base,False,True,47,45.6992,6044330,37206405,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,1,3,j301_3,1.5,0.25,0.2,TT2,LBCS,base,False,True,47,9.68719,1683649,7763752,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,1,4,j301_4,1.5,0.25,0.2,TT2,LBCS,base,False,True,62,142.73,19637656,110122258,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,1,5,j301_5,1.5,0.25,0.2,TT2,LBCS,base,False,True,39,29.4337,4524563,22908484,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,1,6,j301_6,1.5,0.25,0.2,TT2,LBCS,base,False,True,48,6.15238,900528,4662836,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,1,7,j301_7,1.5,0.25,0.2,TT2,LBCS,base,False,True,60,0.315669,49921,268613,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,1,8,j301_8,1.5,0.25,0.2,TT2,LBCS,base,False,True,53,0.493901,97237,394814,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,1,9,j301_9,1.5,0.25,0.2,TT2,LBCS,base,False,True,49,14.6455,1989576,11464272,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,1,10,j301_10,1.5,0.25,0.2,TT2,LBCS,base,False,True,45,19.749,3044340,16326327,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,2,1,j302_1,1.5,0.25,0.5,TT2,LBCS,base,False,True,38,2.54738,379719,2177494,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,2,2,j302_2,1.5,0.25,0.5,TT2,LBCS,base,False,False,,300.0,48294935,231706968,,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,2,3,j302_3,1.5,0.25,0.5,TT2,LBCS,base,False,True,43,0.0155921,2787,13425,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,2,4,j302_4,1.5,0.25,0.5,TT2,LBCS,base,False,True,43,33.568,5835017,27033531,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,2,5,j302_5,1.5,0.25,0.5,TT2,LBCS,base,False,True,51,0.0145896,1392,9849,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,2,6,j302_6,1.5,0.25,0.5,TT2,LBCS,base,False,True,47,1.89342,294941,1345362,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,2,7,j302_7,1.5,0.25,0.5,TT2,LBCS,base,False,True,47,0.00299071,259,1708,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,2,8,j302_8,1.5,0.25,0.5,TT2,LBCS,base,False,True,54,82.6782,12164671,65798922,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,2,9,j302_9,1.5,0.25,0.5,TT2,LBCS,base,False,True,54,3.54897,508405,2711112,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,2,10,j302_10,1.5,0.25,0.5,TT2,LBCS,base,False,True,43,7.71615,1093575,6537116,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,3,1,j303_1,1.5,0.25,0.7,TT2,LBCS,base,False,True,72,0.000329226,35,147,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,3,2,j303_2,1.5,0.25,0.7,TT2,LBCS,base,False,True,40,1.27662,229671,1168148,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,3,3,j303_3,1.5,0.25,0.7,TT2,LBCS,base,False,True,57,0.0336521,294,1625,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,3,4,j303_4,1.5,0.25,0.7,TT2,LBCS,base,False,True,98,0.00138725,222,892,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,3,5,j303_5,1.5,0.25,0.7,TT2,LBCS,base,False,True,53,129.525,20099885,95744615,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,3,6,j303_6,1.5,0.25,0.7,TT2,LBCS,base,False,True,54,0.000427505,36,180,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,3,7,j303_7,1.5,0.25,0.7,TT2,LBCS,base,False,True,48,0.000446051,33,201,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,3,8,j303_8,1.5,0.25,0.7,TT2,LBCS,base,False,True,54,0.000405339,37,178,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,3,9,j303_9,1.5,0.25,0.7,TT2,LBCS,base,False,False,,300.0,48588781,234868765,,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,3,10,j303_10,1.5,0.25,0.7,TT2,LBCS,base,False,True,59,156.395,30617819,118644845,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,4,1,j304_1,1.5,0.25,1.0,TT2,LBCS,base,False,True,49,0.000414989,41,181,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,4,2,j304_2,1.5,0.25,1.0,TT2,LBCS,base,False,True,60,1.3252,243,746,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,4,3,j304_3,1.5,0.25,1.0,TT2,LBCS,base,False,True,47,0.413003,60391,333945,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,4,4,j304_4,1.5,0.25,1.0,TT2,LBCS,base,False,True,57,0.000351765,33,135,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,4,5,j304_5,1.5,0.25,1.0,TT2,LBCS,base,False,True,59,0.222373,36307,168498,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,4,6,j304_6,1.5,0.25,1.0,TT2,LBCS,base,False,True,45,0.000518142,53,201,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,4,7,j304_7,1.5,0.25,1.0,TT2,LBCS,base,False,True,56,0.0063444,732,4102,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,4,8,j304_8,1.5,0.25,1.0,TT2,LBCS,base,False,True,55,0.000333301,33,139,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,4,9,j304_9,1.5,0.25,1.0,TT2,LBCS,base,False,True,38,1.14237,176339,964064,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,4,10,j304_10,1.5,0.25,1.0,TT2,LBCS,base,False,True,48,0.0046722,703,3209,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,5,1,j305_1,1.5,0.5,0.2,TT2,LBCS,base,False,True,53,4.4827,563174,3139597,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,5,2,j305_2,1.5,0.5,0.2,TT2,LBCS,base,False,True,82,11.5646,1729117,8764242,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,5,3,j305_3,1.5,0.5,0.2,TT2,LBCS,base,False,True,76,87.4804,12855965,60633506,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,5,4,j305_4,1.5,0.5,0.2,TT2,LBCS,base,False,True,63,77.1568,8143772,53385247,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,5,5,j305_5,1.5,0.5,0.2,TT2,LBCS,base,False,True,76,11.388,1644356,8093378,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,5,6,j305_6,1.5,0.5,0.2,TT2,LBCS,base,False,True,64,7.84909,779233,5383056,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,5,7,j305_7,1.5,0.5,0.2,TT2,LBCS,base,False,True,76,191.072,23507263,131092386,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,5,8,j305_8,1.5,0.5,0.2,TT2,LBCS,base,False,True,67,4.44936,576798,3219896,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,5,9,j305_9,1.5,0.5,0.2,TT2,LBCS,base,False,True,49,17.6402,2038285,11800986,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,5,10,j305_10,1.5,0.5,0.2,TT2,LBCS,base,False,True,70,6.73583,904740,4761386,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,6,1,j306_1,1.5,0.5,0.5,TT2,LBCS,base,False,True,59,4.72754,637258,3208624,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,6,2,j306_2,1.5,0.5,0.5,TT2,LBCS,base,False,True,51,21.235,2319311,13938566,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,6,3,j306_3,1.5,0.5,0.5,TT2,LBCS,base,False,True,48,2.74934,365595,1866711,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,6,4,j306_4,1.5,0.5,0.5,TT2,LBCS,base,False,True,42,7.68407,867892,4680625,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,6,5,j306_5,1.5,0.5,0.5,TT2,LBCS,base,False,True,67,42.2025,6365262,29078917,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,6,6,j306_6,1.5,0.5,0.5,TT2,LBCS,base,False,True,37,0.0508555,3477,25068,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,6,7,j306_7,1.5,0.5,0.5,TT2,LBCS,base,False,True,46,7.5275,930889,5130395,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,6,8,j306_8,1.5,0.5,0.5,TT2,LBCS,base,False,True,39,32.7412,3081328,20082607,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,6,9,j306_9,1.5,0.5,0.5,TT2,LBCS,base,False,True,51,3.40278,408877,2308774,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,6,10,j306_10,1.5,0.5,0.5,TT2,LBCS,base,False,True,61,2.2865,287420,1548014,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,7,1,j307_1,1.5,0.5,0.7,TT2,LBCS,base,False,True,55,0.00776328,1234,5117,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,7,2,j307_2,1.5,0.5,0.7,TT2,LBCS,base,False,True,42,0.0387839,4713,25317,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,7,3,j307_3,1.5,0.5,0.7,TT2,LBCS,base,False,True,42,0.0109772,876,5265,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,7,4,j307_4,1.5,0.5,0.7,TT2,LBCS,base,False,True,44,0.0437719,5613,29783,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,7,5,j307_5,1.5,0.5,0.7,TT2,LBCS,base,False,True,44,23.7247,2736863,14729236,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,7,6,j307_6,1.5,0.5,0.7,TT2,LBCS,base,False,True,35,0.233407,33493,176760,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,7,7,j307_7,1.5,0.5,0.7,TT2,LBCS,base,False,True,50,0.706097,103710,530585,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,7,8,j307_8,1.5,0.5,0.7,TT2,LBCS,base,False,True,44,0.730291,107994,601947,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,7,9,j307_9,1.5,0.5,0.7,TT2,LBCS,base,False,True,60,27.5445,3915525,18735937,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,7,10,j307_10,1.5,0.5,0.7,TT2,LBCS,base,False,False,,300.0,43302974,209594496,,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,8,1,j308_1,1.5,0.5,1.0,TT2,LBCS,base,False,True,44,0.000392046,33,152,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
j30,8,2,j308_2,1.5,0.5,1.0,TT2,LBCS,base,False,True,51,0.000469909,35,181,33,,,,,2026-07-07,university,data/university_compute_real_final_resluts/tt2/2026-07-07_j30_g1-48_e1-10_tt2_lbcs_j30.csv
