set,group,exam,instance,NC,RF,RS,model,heuristic,config,dominance,solved,makespan,time,expand_number,generated_number,depth,dominance_pruned,dominance_pop_pruned,ub_pruned,dr4_pruned,run_date,machine,source_file
j30,44,4,j3044_4,2.1,0.75,1.0,TT2,LBER,lber_d3,False,True,57,0.0290018,34,115,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,44,5,j3044_5,2.1,0.75,1.0,TT2,LBER,lber_d3,False,True,55,0.0562004,33,122,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,44,6,j3044_6,2.1,0.75,1.0,TT2,LBER,lber_d3,False,True,56,0.0344727,33,115,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,44,7,j3044_7,2.1,0.75,1.0,TT2,LBER,lber_d3,False,True,42,0.0572839,616,2377,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,44,8,j3044_8,2.1,0.75,1.0,TT2,LBER,lber_d3,False,True,49,0.0456498,371,1574,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,44,9,j3044_9,2.1,0.75,1.0,TT2,LBER,lber_d3,False,True,64,0.0369631,34,124,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,44,10,j3044_10,2.1,0.75,1.0,TT2,LBER,lber_d3,False,True,63,0.045522,43,158,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,45,1,j3045_1,2.1,1.0,0.2,TT2,LBER,lber_d3,False,True,82,0.200983,32075,113646,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,45,2,j3045_2,2.1,1.0,0.2,TT2,LBER,lber_d3,False,True,125,0.417352,17560,70925,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,45,3,j3045_3,2.1,1.0,0.2,TT2,LBER,lber_d3,False,True,92,1.31661,23169,87611,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,45,4,j3045_4,2.1,1.0,0.2,TT2,LBER,lber_d3,False,True,84,0.620428,32835,130412,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,45,5,j3045_5,2.1,1.0,0.2,TT2,LBER,lber_d3,False,True,86,0.420867,20270,77812,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,45,6,j3045_6,2.1,1.0,0.2,TT2,LBER,lber_d3,False,True,129,0.326979,24553,101375,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,45,7,j3045_7,2.1,1.0,0.2,TT2,LBER,lber_d3,False,True,101,0.591108,19718,79814,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,45,8,j3045_8,2.1,1.0,0.2,TT2,LBER,lber_d3,False,True,94,0.610917,20651,73989,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,45,9,j3045_9,2.1,1.0,0.2,TT2,LBER,lber_d3,False,True,82,0.781665,100302,427456,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,45,10,j3045_10,2.1,1.0,0.2,TT2,LBER,lber_d3,False,True,90,0.466681,5469,20679,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,46,1,j3046_1,2.1,1.0,0.5,TT2,LBER,lber_d3,False,True,59,0.0503248,2113,8828,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,46,2,j3046_2,2.1,1.0,0.5,TT2,LBER,lber_d3,False,True,67,0.209608,31746,141039,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,46,3,j3046_3,2.1,1.0,0.5,TT2,LBER,lber_d3,False,True,65,0.143445,19954,81698,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,46,4,j3046_4,2.1,1.0,0.5,TT2,LBER,lber_d3,False,True,64,0.384622,2726,10643,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,46,5,j3046_5,2.1,1.0,0.5,TT2,LBER,lber_d3,False,True,57,0.299951,6232,32255,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,46,6,j3046_6,2.1,1.0,0.5,TT2,LBER,lber_d3,False,True,59,0.192975,29742,117165,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,46,7,j3046_7,2.1,1.0,0.5,TT2,LBER,lber_d3,False,True,59,0.81319,64180,260317,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,46,8,j3046_8,2.1,1.0,0.5,TT2,LBER,lber_d3,False,True,58,0.117178,11404,51541,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,46,9,j3046_9,2.1,1.0,0.5,TT2,LBER,lber_d3,False,True,49,0.771619,44447,200212,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,46,10,j3046_10,2.1,1.0,0.5,TT2,LBER,lber_d3,False,True,55,0.797239,113648,458404,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,47,1,j3047_1,2.1,1.0,0.7,TT2,LBER,lber_d3,False,True,58,0.107451,6599,26968,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,47,2,j3047_2,2.1,1.0,0.7,TT2,LBER,lber_d3,False,True,59,0.0401216,87,351,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,47,3,j3047_3,2.1,1.0,0.7,TT2,LBER,lber_d3,False,True,55,0.272819,45908,173544,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,47,4,j3047_4,2.1,1.0,0.7,TT2,LBER,lber_d3,False,True,49,0.0530163,1723,7793,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,47,5,j3047_5,2.1,1.0,0.7,TT2,LBER,lber_d3,False,True,47,0.200952,5168,21191,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,47,6,j3047_6,2.1,1.0,0.7,TT2,LBER,lber_d3,False,True,53,0.228625,14278,61388,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,47,7,j3047_7,2.1,1.0,0.7,TT2,LBER,lber_d3,False,True,66,0.814152,82664,338556,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,47,8,j3047_8,2.1,1.0,0.7,TT2,LBER,lber_d3,False,True,48,0.0676083,48,195,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,47,9,j3047_9,2.1,1.0,0.7,TT2,LBER,lber_d3,False,True,65,0.037818,1469,5499,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,47,10,j3047_10,2.1,1.0,0.7,TT2,LBER,lber_d3,False,True,60,0.336569,48992,219170,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,48,1,j3048_1,2.1,1.0,1.0,TT2,LBER,lber_d3,False,True,63,0.0313302,33,116,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,48,2,j3048_2,2.1,1.0,1.0,TT2,LBER,lber_d3,False,True,54,0.0339399,37,139,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,48,3,j3048_3,2.1,1.0,1.0,TT2,LBER,lber_d3,False,True,50,0.0451719,35,157,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,48,4,j3048_4,2.1,1.0,1.0,TT2,LBER,lber_d3,False,True,57,0.0547976,219,930,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,48,5,j3048_5,2.1,1.0,1.0,TT2,LBER,lber_d3,False,True,58,0.0437831,511,1807,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,48,6,j3048_6,2.1,1.0,1.0,TT2,LBER,lber_d3,False,True,58,0.0470697,33,122,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,48,7,j3048_7,2.1,1.0,1.0,TT2,LBER,lber_d3,False,True,55,0.0523383,507,2157,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,48,8,j3048_8,2.1,1.0,1.0,TT2,LBER,lber_d3,False,True,44,0.0663852,33,111,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,48,9,j3048_9,2.1,1.0,1.0,TT2,LBER,lber_d3,False,True,59,0.0316324,191,869,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j30,48,10,j3048_10,2.1,1.0,1.0,TT2,LBER,lber_d3,False,True,54,0.0600889,33,128,33,,,,,,university,data/university_compute_real_final_resluts/tt2/lber_j30_d3.csv
j60,1,1,j601_1,1.5,0.25,0.2,TT,CP,ttdr,True,True,77,6.26114,157158,716057,63,129668,396260,38293,6,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,1,2,j601_2,1.5,0.25,0.2,TT,CP,ttdr,True,False,,300.0,2800290,23915004,,2105411,9106545,2015617,11687,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,1,3,j601_3,1.5,0.25,0.2,TT,CP,ttdr,True,True,68,13.8756,221799,1285137,63,143438,553673,23158,20,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,1,4,j601_4,1.5,0.25,0.2,TT,CP,ttdr,True,False,,302.09,5121569,26681288,,4381580,18786085,2074042,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,1,5,j601_5,1.5,0.25,0.2,TT,CP,ttdr,True,False,,300.0,3986319,23252426,,2497455,12726637,1156102,11178,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,1,6,j601_6,1.5,0.25,0.2,TT,CP,ttdr,True,False,,300.0,2569896,22232408,,1403867,5125168,1035661,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,1,7,j601_7,1.5,0.25,0.2,TT,CP,ttdr,True,False,,300.0,3127849,25706967,,1956520,9460262,1092944,132401,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,1,8,j601_8,1.5,0.25,0.2,TT,CP,ttdr,True,False,,300.0,3828625,24519126,,2747382,11227621,1434730,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,1,9,j601_9,1.5,0.25,0.2,TT,CP,ttdr,True,False,,300.0,3891760,25230274,,4489513,10417832,1558531,868,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,1,10,j601_10,1.5,0.25,0.2,TT,CP,ttdr,True,False,,300.0,6281368,23956728,,3702508,22150848,1405966,6836,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,2,1,j602_1,1.5,0.25,0.5,TT,CP,ttdr,True,True,65,4.7363,92007,517740,63,40321,461957,1946,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,2,2,j602_2,1.5,0.25,0.5,TT,CP,ttdr,True,True,82,0.224444,5401,24786,63,3258,21247,953,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,2,3,j602_3,1.5,0.25,0.5,TT,CP,ttdr,True,False,,300.0,5395951,24657857,,2626604,20823640,2191143,2544,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,2,4,j602_4,1.5,0.25,0.5,TT,CP,ttdr,True,True,78,0.293395,5692,27996,63,4149,16276,944,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,2,5,j602_5,1.5,0.25,0.5,TT,CP,ttdr,True,False,,300.0,5404809,28654876,,5513284,26205325,1579601,25306,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,2,6,j602_6,1.5,0.25,0.5,TT,CP,ttdr,True,False,,302.957,4348195,24999467,,3221050,22031354,392221,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,2,7,j602_7,1.5,0.25,0.5,TT,CP,ttdr,True,False,,300.0,4296124,27482601,,2474142,24926795,505980,135046,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,2,8,j602_8,1.5,0.25,0.5,TT,CP,ttdr,True,True,66,18.4702,343305,1794525,63,242148,1874146,35207,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,2,9,j602_9,1.5,0.25,0.5,TT,CP,ttdr,True,True,65,1.88039,29963,171614,63,30872,156445,3009,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,2,10,j602_10,1.5,0.25,0.5,TT,CP,ttdr,True,True,69,84.2653,1142769,7925208,63,650433,4946219,199782,1449,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,3,1,j603_1,1.5,0.25,0.7,TT,CP,ttdr,True,True,60,0.0570534,1007,5729,63,1088,1949,81,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,3,2,j603_2,1.5,0.25,0.7,TT,CP,ttdr,True,True,69,34.3929,671759,3687862,63,299623,2984678,175671,1391,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,3,3,j603_3,1.5,0.25,0.7,TT,CP,ttdr,True,False,,300.0,10000751,28432977,,1051846,65929555,1967021,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,3,4,j603_4,1.5,0.25,0.7,TT,CP,ttdr,True,True,81,49.989,1996958,5071388,63,590383,12174013,279333,20,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,3,5,j603_5,1.5,0.25,0.7,TT,CP,ttdr,True,True,83,2.8394,76650,291709,63,27369,403042,5372,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,3,6,j603_6,1.5,0.25,0.7,TT,CP,ttdr,True,True,57,2.02502,52860,237566,63,30430,216740,3954,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,3,7,j603_7,1.5,0.25,0.7,TT,CP,ttdr,True,False,,300.0,6743753,24043520,,3046021,30402011,607708,611,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,3,8,j603_8,1.5,0.25,0.7,TT,CP,ttdr,True,False,,300.0,4360639,27686732,,3579886,18071809,1413609,1808,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,3,9,j603_9,1.5,0.25,0.7,TT,CP,ttdr,True,False,,300.0,11672339,31112856,,5959830,66852961,4069445,2,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,3,10,j603_10,1.5,0.25,0.7,TT,CP,ttdr,True,True,69,81.3432,1748550,8211332,63,1079141,6308693,647672,236620,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,4,1,j604_1,1.5,0.25,1.0,TT,CP,ttdr,True,True,84,79.6119,2739564,7354131,63,866986,22776256,138816,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,4,2,j604_2,1.5,0.25,1.0,TT,CP,ttdr,True,True,60,12.8618,427793,1377174,63,176856,2537406,45041,604,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,4,3,j604_3,1.5,0.25,1.0,TT,CP,ttdr,True,False,,300.0,14382120,26971714,,5434720,124604453,30728,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,4,4,j604_4,1.5,0.25,1.0,TT,CP,ttdr,True,True,65,0.0917266,3774,11038,63,1842,15090,24,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,4,5,j604_5,1.5,0.25,1.0,TT,CP,ttdr,True,True,75,0.0420158,1253,4241,63,498,4434,0,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,4,6,j604_6,1.5,0.25,1.0,TT,CP,ttdr,True,True,71,3.06905,90120,278040,63,49427,580932,2728,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,4,7,j604_7,1.5,0.25,1.0,TT,CP,ttdr,True,True,67,103.913,2612512,9019700,63,3213139,19908993,236790,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,4,8,j604_8,1.5,0.25,1.0,TT,CP,ttdr,True,True,65,113.027,3558334,10341874,63,1960346,28545709,334844,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,4,9,j604_9,1.5,0.25,1.0,TT,CP,ttdr,True,True,75,3.89568,243101,371001,63,86763,1580833,13036,60,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,4,10,j604_10,1.5,0.25,1.0,TT,CP,ttdr,True,True,77,188.017,4140963,11215331,63,1657697,18404108,481337,432,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,5,1,j605_1,1.5,0.5,0.2,TT,CP,ttdr,True,False,,300.0,2251693,21565532,,1582910,3435720,1145231,14429,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,5,2,j605_2,1.5,0.5,0.2,TT,CP,ttdr,True,False,,300.0,2750222,20841127,,1433043,5437933,1945682,199252,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,5,3,j605_3,1.5,0.5,0.2,TT,CP,ttdr,True,False,,300.0,2081918,15396070,,1175609,3708715,708320,9441,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,5,4,j605_4,1.5,0.5,0.2,TT,CP,ttdr,True,False,,300.0,1474021,17179140,,864215,1492559,610287,26,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,5,5,j605_5,1.5,0.5,0.2,TT,CP,ttdr,True,False,,300.0,1422857,9874022,,847196,1184284,389926,54888,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,5,6,j605_6,1.5,0.5,0.2,TT,CP,ttdr,True,False,,300.0,1595239,16599782,,1170695,1788253,525018,1911,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,5,7,j605_7,1.5,0.5,0.2,TT,CP,ttdr,True,False,,300.0,1837968,15908062,,1156531,2914299,546908,10625,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,5,8,j605_8,1.5,0.5,0.2,TT,CP,ttdr,True,False,,300.898,1560981,17524493,,661170,1951728,747274,289,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,5,9,j605_9,1.5,0.5,0.2,TT,CP,ttdr,True,False,,300.0,2914079,22639550,,4092381,3861997,1094116,97,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,5,10,j605_10,1.5,0.5,0.2,TT,CP,ttdr,True,False,,300.0,2041667,20401344,,1245146,2944559,447098,4031,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,6,1,j606_1,1.5,0.5,0.5,TT,CP,ttdr,True,False,,300.0,1762037,11699469,,1400389,3179599,204764,3962,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,6,2,j606_2,1.5,0.5,0.5,TT,CP,ttdr,True,False,,300.0,3493531,20624175,,2838891,7247112,1032400,262188,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,6,3,j606_3,1.5,0.5,0.5,TT,CP,ttdr,True,False,,300.0,1656024,11600061,,1090456,2330549,185821,1687,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,6,4,j606_4,1.5,0.5,0.5,TT,CP,ttdr,True,True,67,0.0708543,1159,8015,63,933,910,25,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,6,5,j606_5,1.5,0.5,0.5,TT,CP,ttdr,True,True,78,220.773,1669624,11676399,63,1507022,3706960,141821,540,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,6,6,j606_6,1.5,0.5,0.5,TT,CP,ttdr,True,False,,300.0,1983483,18349309,,2972994,2896428,513059,46,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,6,7,j606_7,1.5,0.5,0.5,TT,CP,ttdr,True,False,,300.0,1409392,10086614,,1141214,2284169,88020,49,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,6,8,j606_8,1.5,0.5,0.5,TT,CP,ttdr,True,True,72,8.59917,141261,776152,63,75811,406635,5991,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,6,9,j606_9,1.5,0.5,0.5,TT,CP,ttdr,True,True,64,0.0860795,1399,9457,63,661,1848,6,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,6,10,j606_10,1.5,0.5,0.5,TT,CP,ttdr,True,True,74,2.54754,43405,210649,63,19758,116586,3464,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,7,1,j607_1,1.5,0.5,0.7,TT,CP,ttdr,True,False,,300.0,4780667,16437544,,2205035,21222089,152543,5352,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,7,2,j607_2,1.5,0.5,0.7,TT,CP,ttdr,True,True,85,0.273827,10576,27311,63,4387,52247,150,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,7,3,j607_3,1.5,0.5,0.7,TT,CP,ttdr,True,False,,300.0,1066681,4007928,,378575,2209141,33866,1181,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,7,4,j607_4,1.5,0.5,0.7,TT,CP,ttdr,True,True,63,28.9981,404472,2025276,63,172768,1146241,11691,26,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,7,5,j607_5,1.5,0.5,0.7,TT,CP,ttdr,True,True,71,0.024259,1099,2837,63,602,3532,20,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,7,6,j607_6,1.5,0.5,0.7,TT,CP,ttdr,True,False,,300.0,4169460,15089772,,3110659,11754737,653450,1185,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,7,7,j607_7,1.5,0.5,0.7,TT,CP,ttdr,True,True,89,19.4996,927129,1291743,63,298102,4942182,2966,1298,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,7,8,j607_8,1.5,0.5,0.7,TT,CP,ttdr,True,False,,300.0,1475073,3057825,,716738,4468934,33125,544,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,7,9,j607_9,1.5,0.5,0.7,TT,CP,ttdr,True,True,44,1.00477,16700,113449,63,10324,37347,215,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,7,10,j607_10,1.5,0.5,0.7,TT,CP,ttdr,True,True,82,0.0246468,643,2191,63,373,2091,0,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,8,1,j608_1,1.5,0.5,1.0,TT,CP,ttdr,True,True,64,1.41583,31650,120966,63,24874,169766,0,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
j60,8,2,j608_2,1.5,0.5,1.0,TT,CP,ttdr,True,True,61,13.5943,294378,1256099,63,187360,1616616,1326,0,2026-07-31,university,data/university_compute_real_final_resluts/tt/2026-07-31_j60_g1-48_e1-10_tt_j60_ttdr_cp.csv
