group,exam,time,finished,makespan,expand number,generated number,depth,PetriType,SetType,Use CS,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave),hashTime(ave),comperTime%,comperTime(ave),succsesroTime%,sucssesorTime(ave)
16,1,147.089,True,51,1059141,2689424,55,TP,j30,False,8.67722,4.74573e-06,28.6931,1.56927e-05,2.00407,1.09606e-06,0,0,1.65156,9.03266e-07,61.174,3.34571e-05,
16,2,300,False,0,1509915,2712316,0,TP,j30,False,5.93505,6.56455e-06,12.6341,1.39742e-05,1.56297,1.72874e-06,0,0,2.52625,2.7942e-06,35.3368,3.90848e-05,
16,3,0.006754,True,36,51,151,51,TP,j30,False,9.49956,4.24901e-06,24.6832,1.10404e-05,2.08765,9.33775e-07,0,0,0.467871,2.09272e-07,54.5455,2.43974e-05,
16,4,0.0102057,True,47,58,184,58,TP,j30,False,9.33792,5.17935e-06,25.4201,1.40995e-05,2.1586,1.19728e-06,0,0,0.487963,2.70652e-07,55.9217,3.10174e-05,
16,5,0.0090303,True,51,58,203,58,TP,j30,False,9.68739,4.30936e-06,21.6394,9.62611e-06,3.31107,1.47291e-06,0,0,0.563658,2.50739e-07,54.2673,2.41404e-05,
16,6,0.0102779,True,51,64,227,57,TP,j30,False,9.36767,4.24141e-06,21.8517,9.89383e-06,2.21932,1.00485e-06,0,0,0.594479,2.69163e-07,53.6812,2.43053e-05,
16,7,0.0080873,True,34,58,158,51,TP,j30,False,9.84012,5.03671e-06,26.3673,1.34962e-05,2.00809,1.02785e-06,0,0,0.489657,2.50633e-07,57.5458,2.94551e-05,
16,8,0.0087217,True,44,62,204,54,TP,j30,False,9.54286,4.0799e-06,25.4102,1.08637e-05,2.3195,9.91667e-07,0,0,0.593921,2.53922e-07,58.4875,2.50054e-05,
16,9,0.11562,True,44,994,2109,56,TP,j30,False,9.42421,5.16657e-06,28.0464,1.53757e-05,2.2893,1.25505e-06,0,0,0.751858,4.12186e-07,62.7118,3.43801e-05,
16,10,0.0084347,True,51,57,219,56,TP,j30,False,9.70159,3.73653e-06,22.3339,8.60183e-06,2.33085,8.97717e-07,0,0,0.57382,2.21005e-07,54.1762,2.08658e-05,
16,1,1.90952,True,51,2869,13768,33,TT,j30,False,668.405,0.000927027,2210.21,0.0030654,154.81,0.000214709,24.4983,inf127.511,0.000176848,4783.42,inf
16,2,0.0887179,True,48,115,587,33,TT,j30,False,20069.5,0.0303326,42722.3,0.0645696,5285.52,0.00798841,24.1773,inf8542.66,0.0129112,119557,inf
16,3,0.0610087,True,36,74,368,33,TT,j30,False,1.13459,1.88098e-06,2.73256,4.53016e-06,0.710063,1.17717e-06,22.046,inf0.272748,4.52174e-07,73.5716,inf
16,4,0.0613272,True,47,80,429,33,TT,j30,False,1.63712,2.34033e-06,4.23026,6.04732e-06,0.777469,1.11142e-06,22.6177,inf0.239861,3.4289e-07,80.5312,inf
16,5,0.240047,True,51,285,1556,33,TT,j30,False,0.386299,5.95951e-07,0.814048,1.25585e-06,0.501901,7.74293e-07,25.9144,inf0.230371,3.55398e-07,79.7991,inf
16,6,0.103272,True,51,97,682,33,TT,j30,False,0.982451,1.48768e-06,2.17474,3.29311e-06,0.611006,9.2522e-07,27.0478,inf0.217774,3.29765e-07,78.594,inf
16,7,0.114291,True,34,156,850,33,TT,j30,False,0.738465,9.92941e-07,1.86576,2.50871e-06,0.518938,6.97765e-07,26.7171,inf0.213227,2.86706e-07,78.984,inf
16,8,0.112111,True,44,134,787,33,TT,j30,False,0.786811,1.12084e-06,1.97679,2.81601e-06,0.542856,7.73316e-07,26.3209,inf0.20899,2.97713e-07,79.1909,inf
16,9,0.0480226,True,44,89,373,33,TT,j30,False,22.7801,2.93287e-05,67.5251,8.69365e-05,5.89931,7.59517e-06,23.9185,inf1.96491,2.52976e-06,222.272,inf
16,10,30.2229,True,51,43714,208971,33,TT,j30,False,0.00286538,4.14412e-09,0.00623303,9.01465e-09,0.546546,7.90454e-07,14.5317,inf0.366201,5.29627e-07,59.7006,inf
