group,exam,time,finished,makespan,expand number,generated number,depth,PetriType,SetType,Use CS,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave),hashTime(ave),comperTime%,comperTime(ave),succsesroTime%,sucssesorTime(ave)
16,1,16.8878,True,51,1059141,2689424,55,TP,j30,False,4.69919,2.95079e-07,2.24337,1.40869e-07,2.79244,1.75347e-07,0,0,5.64199,3.5428e-07,22.0668,1.38566e-06,
16,1,0.271799,True,51,2869,13768,33,TT,j30,False,291.999,5.76445e-05,139.389,2.75173e-05,174.177,3.43848e-05,14.8998,inf351.633,6.94171e-05,1389.18,inf
