group,exam,time,finished,makespan,expand number,generated number,depth,true makespan,iyar solved,iyar time,iyar expanded,iyar generated,is makespan OK?,time- part,NC,RF,RS,time ratio,expand ratio,generated ratio
24,8,0.0990443,TRUE,38,67,336,33,38,TRUE,0.114880085,63,327,1,0-10 sec,1.8,0.5,1,0.862153784,1.063492063,1.027522936
24,9,0.126668,TRUE,43,98,537,33,43,TRUE,0.141373396,68,338,1,0-10 sec,1.8,0.5,1,0.895981872,1.441176471,1.588757396
24,10,0.0528158,TRUE,53,49,204,33,53,TRUE,0.071331501,87,446,1,0-10 sec,1.8,0.5,1,0.740427431,0.563218391,0.457399103
25,1,600.002,FALSE,0,203807,1110936,0,93,FALSE,,,,,Out of Range,1.8,0.75,0.2,,,
25,2,600.002,FALSE,0,218359,1017405,0,75,FALSE,,,,,Out of Range,1.8,0.75,0.2,,,
25,3,600.695,FALSE,0,173568,965684,0,76,FALSE,,,,,Out of Range,1.8,0.75,0.2,,,
25,4,600.002,FALSE,0,226593,1151631,0,81,FALSE,,,,,Out of Range,1.8,0.75,0.2,,,
25,5,600.009,FALSE,0,208637,1144973,0,72,FALSE,,,,,Out of Range,1.8,0.75,0.2,,,
25,6,1236.88,FALSE,0,224721,1213131,0,58,FALSE,,,,,Out of Range,1.8,0.75,0.2,,,
25,7,600.004,FALSE,0,215615,1040303,0,95,FALSE,,,,,Out of Range,1.8,0.75,0.2,,,
25,8,600.001,FALSE,0,204330,1150514,0,69,FALSE,,,,,Out of Range,1.8,0.75,0.2,,,
25,9,1096,FALSE,0,310708,1253953,0,84,FALSE,,,,,Out of Range,1.8,0.75,0.2,,,
25,10,622.907,FALSE,0,223277,1172577,0,58,FALSE,,,,,Out of Range,1.8,0.75,0.2,,,
26,1,4.86728,TRUE,59,8658,31735,33,59,TRUE,5.165003538,9610,35164,1,0-10 sec,1.8,0.75,0.5,0.942357535,0.900936524,0.902485497
26,2,0.0567964,TRUE,40,43,165,33,40,TRUE,0.066634417,41,140,1,0-10 sec,1.8,0.75,0.5,0.852358324,1.048780488,1.178571429
26,3,0.0704498,TRUE,58,115,424,33,58,TRUE,0.085078478,65,237,1,0-10 sec,1.8,0.75,0.5,0.828056656,1.769230769,1.789029536
26,4,0.0690838,TRUE,62,80,382,33,62,TRUE,0.125094175,231,1036,1,0-10 sec,1.8,0.75,0.5,0.552254332,0.346320346,0.368725869
26,5,688.542,FALSE,0,416581,1505496,0,74,FALSE,,,,,Out of Range,1.8,0.75,0.5,,,
26,6,5.05966,TRUE,53,6555,30672,33,53,TRUE,4.044103861,6535,30369,1,0-10 sec,1.8,0.75,0.5,1.251120192,1.003060444,1.009977279
26,7,0.244038,TRUE,56,237,1139,33,56,TRUE,0.215677977,388,1935,1,0-10 sec,1.8,0.75,0.5,1.131492438,0.610824742,0.588630491
26,8,8.86064,TRUE,66,11751,50119,33,66,TRUE,7.62411809,12190,51943,1,0-10 sec,1.8,0.75,0.5,1.162185566,0.963986874,0.964884585
26,9,18.0042,TRUE,43,19447,99322,33,43,TRUE,13.75263548,19994,102058,1,10-60 sec,1.8,0.75,0.5,1.309145438,0.972641793,0.973191715
26,10,59.2629,TRUE,49,58260,324431,33,49,TRUE,50.51591969,67163,374533,1,10-60 sec,1.8,0.75,0.5,1.173152946,0.867441895,0.866228076
27,1,0.0880935,TRUE,43,113,560,33,43,TRUE,0.326598406,112,553,1,0-10 sec,1.8,0.75,0.7,0.269730343,1.008928571,1.012658228
27,2,0.281491,TRUE,58,367,1649,33,58,TRUE,0.363126516,383,1721,1,0-10 sec,1.8,0.75,0.7,0.775187125,0.958224543,0.958163858
27,3,0.444502,TRUE,60,567,2405,33,60,TRUE,0.415941238,970,4204,1,0-10 sec,1.8,0.75,0.7,1.068665377,0.584536082,0.572074215
27,4,0.0272452,TRUE,64,52,148,33,64,TRUE,0.079507828,61,215,1,0-10 sec,1.8,0.75,0.7,0.342673177,0.852459016,0.688372093
27,5,0.148179,TRUE,49,217,897,33,49,TRUE,1.004534245,1344,6002,1,0-10 sec,1.8,0.75,0.7,0.147510153,0.161458333,0.149450183
27,6,0.0354785,TRUE,59,49,189,33,59,TRUE,0.041304588,49,190,1,0-10 sec,1.8,0.75,0.7,0.858948163,1,0.994736842
27,7,2.97346,TRUE,49,4361,20304,33,49,TRUE,2.890151739,4447,20670,1,0-10 sec,1.8,0.75,0.7,1.028824874,0.98066112,0.982293179
27,8,0.0388255,TRUE,66,52,203,33,66,TRUE,0.073067188,101,436,1,0-10 sec,1.8,0.75,0.7,0.531367103,0.514851485,0.46559633
27,9,0.0656024,TRUE,55,124,404,33,55,TRUE,0.155835867,165,556,1,0-10 sec,1.8,0.75,0.7,0.420971123,0.751515152,0.726618705
27,10,0.290985,TRUE,62,337,1621,33,62,TRUE,0.920423508,1048,4847,1,0-10 sec,1.8,0.75,0.7,0.316142512,0.321564885,0.33443367
28,1,0.0279111,TRUE,69,34,150,33,69,TRUE,0.05622673,34,134,1,0-10 sec,1.8,0.75,1,0.49640269,1,1.119402985
28,2,0.0303836,TRUE,57,46,178,33,57,TRUE,0.52383852,58,245,1,0-10 sec,1.8,0.75,1,0.058001844,0.793103448,0.726530612
28,3,0.0695662,TRUE,40,95,429,33,40,TRUE,0.082247496,51,211,1,0-10 sec,1.8,0.75,1,0.845815415,1.862745098,2.033175355
28,4,0.0353285,TRUE,49,61,193,33,49,TRUE,0.097376585,70,268,1,0-10 sec,1.8,0.75,1,0.362802824,0.871428571,0.720149254
28,5,0.0279944,TRUE,73,47,151,33,73,TRUE,0.066527367,46,151,1,0-10 sec,1.8,0.75,1,0.42079525,1.02173913,1
28,6,0.0194417,TRUE,55,36,111,33,55,TRUE,0.058684349,42,131,1,0-10 sec,1.8,0.75,1,0.331292761,0.857142857,0.847328244
28,7,0.0668374,TRUE,48,94,376,33,48,TRUE,0.140667439,90,363,1,0-10 sec,1.8,0.75,1,0.475144785,1.044444444,1.035812672
28,8,0.0437138,TRUE,53,54,232,33,53,TRUE,0.088715792,53,231,1,0-10 sec,1.8,0.75,1,0.492739782,1.018867925,1.004329004
28,9,0.0286579,TRUE,62,43,156,33,62,TRUE,0.068491697,42,156,1,0-10 sec,1.8,0.75,1,0.41841422,1.023809524,1
28,10,0.0430062,TRUE,59,64,247,33,59,TRUE,0.095534086,63,247,1,0-10 sec,1.8,0.75,1,0.450166028,1.015873016,1
29,1,602.604,FALSE,0,208312,1153665,0,85,FALSE,,,,,Out of Range,1.8,1,0.2,,,
29,2,600,FALSE,0,214788,1214981,0,90,FALSE,,,,,5-10 min,1.8,1,0.2,,,
29,3,613.559,FALSE,0,201989,1146540,0,78,FALSE,,,,,Out of Range,1.8,1,0.2,,,
29,4,708.864,FALSE,0,228211,1098194,0,103,FALSE,,,,,Out of Range,1.8,1,0.2,,,
29,5,784.832,FALSE,0,217654,1163442,0,98,FALSE,,,,,Out of Range,1.8,1,0.2,,,
29,6,696.94,FALSE,0,210627,1136812,0,92,FALSE,,,,,Out of Range,1.8,1,0.2,,,
29,7,788.018,FALSE,0,228102,1146231,0,73,FALSE,,,,,Out of Range,1.8,1,0.2,,,
29,8,30659.6,FALSE,0,44419,286443,0,80,FALSE,,,,,Out of Range,1.8,1,0.2,,,
29,9,600.012,FALSE,0,187450,1027525,0,97,FALSE,,,,,Out of Range,1.8,1,0.2,,,
29,10,600.005,FALSE,0,290635,1080775,0,76,FALSE,,,,,Out of Range,1.8,1,0.2,,,
30,1,600.003,FALSE,0,212508,1052234,0,47,FALSE,,,,,Out of Range,1.8,1,0.5,,,
30,2,600.001,FALSE,0,249171,1072955,0,68,TRUE,595.4349904,817899,3389187,,Out of Range,1.8,1,0.5,,,
30,3,600.001,FALSE,0,270890,1039148,0,55,TRUE,499.8981924,761793,2840291,,Out of Range,1.8,1,0.5,,,
30,4,210.27,TRUE,53,107928,435559,33,53,TRUE,44.81378818,116585,470597,1,2-5 min,1.8,1,0.5,4.692082695,0.925745164,0.925545637
30,5,30.5127,TRUE,54,20804,92375,33,54,TRUE,14.79060078,21877,97231,1,10-60 sec,1.8,1,0.5,2.062979081,0.950953056,0.950057081
30,6,600.001,FALSE,0,260443,1071698,0,62,FALSE,,,,,Out of Range,1.8,1,0.5,,,
30,7,28.8382,TRUE,68,22145,92241,33,68,TRUE,15.41861463,22360,93217,1,10-60 sec,1.8,1,0.5,1.870349619,0.990384615,0.989529807
30,8,353.03,TRUE,46,132326,671519,33,46,TRUE,167.1889668,204820,1011924,1,5-10 min,1.8,1,0.5,2.111562783,0.646059955,0.66360616
30,9,374.535,TRUE,46,127550,651226,33,46,TRUE,98.02174807,132783,675542,1,5-10 min,1.8,1,0.5,3.820937775,0.960589835,0.964005199
30,10,600.003,FALSE,0,254029,1155967,0,53,FALSE,,,,,Out of Range,1.8,1,0.5,,,
31,1,0.239321,TRUE,43,160,797,33,43,TRUE,0.285718918,237,1121,1,0-10 sec,1.8,1,0.7,0.83760992,0.675105485,0.710972346
31,2,1.47267,TRUE,63,789,4522,33,63,TRUE,1.876605988,1988,11933,1,0-10 sec,1.8,1,0.7,0.784751839,0.396881288,0.378949133
31,3,0.19226,TRUE,58,134,598,33,58,TRUE,0.184993744,131,617,1,0-10 sec,1.8,1,0.7,1.039278388,1.022900763,0.969205835
31,4,0.579712,TRUE,50,429,2128,33,50,TRUE,0.322797537,650,3188,1,0-10 sec,1.8,1,0.7,1.7958997,0.66,0.667503137
31,5,46.5339,TRUE,52,49822,156726,33,52,TRUE,26.58922172,48080,149439,1,10-60 sec,1.8,1,0.7,1.750103876,1.036231281,1.048762371
31,6,0.14396,TRUE,53,87,478,33,53,TRUE,0.84264946,1405,4587,1,0-10 sec,1.8,1,0.7,0.170842096,0.061921708,0.104207543
31,7,0.108705,TRUE,61,89,393,33,61,TRUE,0.153025866,101,444,1,0-10 sec,1.8,1,0.7,0.710370102,0.881188119,0.885135135
31,8,0.108697,TRUE,58,100,385,33,58,TRUE,0.048449755,69,232,1,0-10 sec,1.8,1,0.7,2.243499477,1.449275362,1.659482759
31,9,600.006,FALSE,0,261297,1094569,0,50,TRUE,372.8760912,505364,2107641,,Out of Range,1.8,1,0.7,,,
31,10,600.004,FALSE,0,285085,1232368,0,55,FALSE,,,,,Out of Range,1.8,1,0.7,,,
32,1,0.0579938,TRUE,61,50,178,33,61,TRUE,0.079329491,54,193,1,0-10 sec,1.8,1,1,0.731049692,0.925925926,0.922279793
32,2,0.0776622,TRUE,60,61,269,33,60,TRUE,0.248790026,207,986,1,0-10 sec,1.8,1,1,0.31215962,0.29468599,0.272819473
32,3,0.0459847,TRUE,57,45,153,33,57,TRUE,0.153373241,85,347,1,0-10 sec,1.8,1,1,0.299822183,0.529411765,0.44092219
32,4,0.0500221,TRUE,68,40,158,33,68,TRUE,0.092031479,40,144,1,0-10 sec,1.8,1,1,0.543532502,1,1.097222222
32,5,0.132951,TRUE,54,81,398,33,54,TRUE,0.134355783,78,388,1,0-10 sec,1.8,1,1,0.989544306,1.038461538,1.025773196
32,6,0.962585,TRUE,44,529,2555,33,44,TRUE,0.12580061,87,374,1,0-10 sec,1.8,1,1,7.651671959,6.08045977,6.831550802
32,7,0.0629341,TRUE,35,50,220,33,35,TRUE,0.183054209,50,221,1,0-10 sec,1.8,1,1,0.343800344,1,0.995475113
32,8,0.0857313,TRUE,54,51,199,33,54,TRUE,0.081467628,48,195,1,0-10 sec,1.8,1,1,1.052335782,1.0625,1.020512821
32,9,0.12867,TRUE,65,110,451,33,65,TRUE,0.145477057,107,435,1,0-10 sec,1.8,1,1,0.884469363,1.028037383,1.036781609
32,10,0.0645034,TRUE,51,66,291,33,51,TRUE,0.054599762,55,249,1,0-10 sec,1.8,1,1,1.181386102,1.2,1.168674699
33,1,1.50067,TRUE,65,1479,5865,33,65,TRUE,0.870635509,1481,5877,1,0-10 sec,2.1,0.25,0.2,1.723648972,0.998649561,0.997958142
33,2,1.50951,TRUE,60,2215,8535,33,60,TRUE,0.674658298,2214,8535,1,0-10 sec,2.1,0.25,0.2,2.237443761,1.000451671,1
33,3,41.4929,TRUE,55,44040,195044,33,55,TRUE,23.90224409,45129,198986,1,10-60 sec,2.1,0.25,0.2,1.735941606,0.975869175,0.980189561
33,4,2.09647,TRUE,77,2554,11256,33,77,TRUE,1.582424164,2896,12531,1,0-10 sec,2.1,0.25,0.2,1.324847059,0.881906077,0.898252334
33,5,1.09828,TRUE,53,1386,6078,33,53,TRUE,0.981085062,1328,5899,1,0-10 sec,2.1,0.25,0.2,1.119454411,1.043674699,1.030344126
33,6,0.138569,TRUE,59,212,736,33,59,TRUE,0.165880919,209,732,1,0-10 sec,2.1,0.25,0.2,0.835352257,1.014354067,1.005464481
33,7,0.0600976,TRUE,58,80,268,33,58,TRUE,0.061961889,38,140,1,0-10 sec,2.1,0.25,0.2,0.969912328,2.105263158,1.914285714
33,8,9.52699,TRUE,61,14868,46678,33,61,TRUE,3.242918968,15052,47217,1,0-10 sec,2.1,0.25,0.2,2.937782317,0.987775711,0.98858462
33,9,4.25195,TRUE,65,3677,14550,33,65,TRUE,1.849714041,3678,14560,1,0-10 sec,2.1,0.25,0.2,2.298706668,0.999728113,0.999313187
33,10,0.0524776,TRUE,53,77,281,33,53,TRUE,0.14877224,115,466,1,0-10 sec,2.1,0.25,0.2,0.352737849,0.669565217,0.603004292
34,1,4.3802,TRUE,68,6440,24543,33,68,TRUE,1.819306612,6215,23768,1,0-10 sec,2.1,0.25,0.5,2.407620558,1.036202735,1.032606866
34,2,0.0922687,TRUE,44,121,429,33,44,TRUE,0.118938923,120,429,1,0-10 sec,2.1,0.25,0.5,0.77576539,1.008333333,1
34,3,0.410891,TRUE,69,511,1954,33,69,TRUE,0.383578062,561,2253,1,0-10 sec,2.1,0.25,0.5,1.071205683,0.91087344,0.86728806
34,4,0.0475562,TRUE,67,57,204,33,67,TRUE,0.045385361,56,204,1,0-10 sec,2.1,0.25,0.5,1.04783126,1.017857143,1
34,5,7.15644,TRUE,63,10673,38213,33,63,TRUE,4.575040817,9480,34603,1,0-10 sec,2.1,0.25,0.5,1.564235225,1.125843882,1.104326214
34,6,0.861353,TRUE,52,1093,4397,33,52,TRUE,0.708034515,1092,4397,1,0-10 sec,2.1,0.25,0.5,1.216540976,1.000915751,1
34,7,10.9229,TRUE,58,18273,62093,33,58,TRUE,8.253715515,17741,61032,1,10-60 sec,2.1,0.25,0.5,1.323391869,1.029987036,1.017384323
34,8,2.8427,TRUE,58,3099,13690,33,58,TRUE,1.318954229,3098,13690,1,0-10 sec,2.1,0.25,0.5,2.155268119,1.000322789,1
34,9,0.0228534,TRUE,60,38,110,33,60,TRUE,0.046811104,40,122,1,0-10 sec,2.1,0.25,0.5,0.488204679,0.95,0.901639344
34,10,0.0413254,TRUE,47,47,199,33,47,TRUE,0.08160305,46,199,1,0-10 sec,2.1,0.25,0.5,0.506419797,1.02173913,1
35,1,0.0338434,TRUE,57,43,154,33,57,TRUE,0.066144228,44,158,1,0-10 sec,2.1,0.25,0.7,0.51166067,0.977272727,0.974683544
35,2,0.0474639,TRUE,53,59,241,33,53,TRUE,0.091799736,58,241,1,0-10 sec,2.1,0.25,0.7,0.517037435,1.017241379,1
35,3,0.0409477,TRUE,60,46,150,33,60,TRUE,0.066695452,48,157,1,0-10 sec,2.1,0.25,0.7,0.613950408,0.958333333,0.955414013
35,4,0.698519,TRUE,50,693,3038,33,50,TRUE,0.315892935,692,3038,1,0-10 sec,2.1,0.25,0.7,2.211252366,1.001445087,1
35,5,0.0305588,TRUE,60,34,92,33,60,TRUE,0.046567202,33,92,1,0-10 sec,2.1,0.25,0.7,0.656230108,1.03030303,1
35,6,0.144882,TRUE,58,121,478,33,58,TRUE,0.149774075,122,487,1,0-10 sec,2.1,0.25,0.7,0.967336971,0.991803279,0.981519507
35,7,0.109551,TRUE,61,116,393,33,61,TRUE,0.109873295,115,393,1,0-10 sec,2.1,0.25,0.7,0.997066667,1.008695652,1
35,8,0.0495413,TRUE,63,42,161,33,63,TRUE,0.069643259,43,165,1,0-10 sec,2.1,0.25,0.7,0.711358152,0.976744186,0.975757576
35,9,0.143426,TRUE,59,149,581,33,59,TRUE,0.139367104,148,581,1,0-10 sec,2.1,0.25,0.7,1.029123774,1.006756757,1
35,10,1.21225,TRUE,59,1489,5469,33,59,TRUE,0.498729467,1488,5469,1,0-10 sec,2.1,0.25,0.7,2.430676509,1.000672043,1
36,1,0.0612309,TRUE,66,53,223,33,66,TRUE,0.082801819,51,202,1,0-10 sec,2.1,0.25,1,0.739487378,1.039215686,1.103960396
36,2,0.0491112,TRUE,44,59,233,33,44,TRUE,0.047916174,58,231,1,0-10 sec,2.1,0.25,1,1.024939929,1.017241379,1.008658009
36,3,0.034757,TRUE,61,42,156,33,61,TRUE,0.086769581,75,250,1,0-10 sec,2.1,0.25,1,0.400566646,0.56,0.624
36,4,0.02381,TRUE,59,35,112,33,59,TRUE,0.081613541,62,210,1,0-10 sec,2.1,0.25,1,0.291740803,0.564516129,0.533333333
36,5,0.0931384,TRUE,64,136,499,33,64,TRUE,0.077173471,62,207,1,0-10 sec,2.1,0.25,1,1.206870687,2.193548387,2.410628019
36,6,0.0463863,TRUE,46,66,238,33,46,TRUE,0.050866127,65,239,1,0-10 sec,2.1,0.25,1,0.911929072,1.015384615,0.9958159
36,7,0.0462718,TRUE,56,61,232,33,56,TRUE,0.07878089,49,192,1,0-10 sec,2.1,0.25,1,0.587348023,1.244897959,1.208333333
36,8,0.0452991,TRUE,63,55,190,33,63,TRUE,0.065531731,48,162,1,0-10 sec,2.1,0.25,1,0.69125444,1.145833333,1.172839506
36,9,0.0587386,TRUE,59,56,229,33,59,TRUE,0.040015936,44,172,1,0-10 sec,2.1,0.25,1,1.467880197,1.272727273,1.331395349
36,10,0.0906859,TRUE,59,82,326,33,59,TRUE,0.110429049,81,326,1,0-10 sec,2.1,0.25,1,0.821214172,1.012345679,1
37,1,600.005,FALSE,0,348955,1357086,0,79,FALSE,,,,,Out of Range,2.1,0.5,0.2,,,
37,2,600.009,FALSE,0,355751,1349548,0,69,TRUE,301.2338541,521725,1958587,,Out of Range,2.1,0.5,0.2,,,
37,3,1165.04,FALSE,0,327647,1324572,0,81,TRUE,340.736954,1075080,4245206,,Out of Range,2.1,0.5,0.2,,,
37,4,600.001,FALSE,0,266834,1082831,0,83,FALSE,,,,,Out of Range,2.1,0.5,0.2,,,
37,5,21.5438,TRUE,80,22070,86552,33,80,TRUE,12.06541419,22353,87738,1,10-60 sec,2.1,0.5,0.2,1.785583127,0.987339507,0.986482482
37,6,93.5212,TRUE,73,90780,311057,33,73,TRUE,45.83840132,90021,308618,1,1-2 min,2.1,0.5,0.2,2.040236948,1.008431366,1.007902974
37,7,600.002,FALSE,0,284059,1197141,0,92,FALSE,,,,,Out of Range,2.1,0.5,0.2,,,
37,8,199.966,TRUE,72,127520,454421,33,72,TRUE,33.64737058,127552,454580,1,2-5 min,2.1,0.5,0.2,5.94299039,0.999749122,0.999650227
37,9,115.15,TRUE,57,87272,353603,33,57,TRUE,48.19345474,87392,353989,1,1-2 min,2.1,0.5,0.2,2.389328605,0.998626877,0.998909571
37,10,600.001,FALSE,0,333785,1155455,0,81,FALSE,,,,,Out of Range,2.1,0.5,0.2,,,
38,1,0.407572,TRUE,48,386,1623,33,48,TRUE,0.233927488,454,1917,1,0-10 sec,2.1,0.5,0.5,1.742300588,0.850220264,0.846635368
38,2,4.47525,TRUE,54,4646,20025,33,54,TRUE,3.369211912,5511,22861,1,0-10 sec,2.1,0.5,0.5,1.328277982,0.84304119,0.875945934
38,3,4.13077,TRUE,59,3985,17678,33,59,TRUE,2.513138533,4030,17856,1,0-10 sec,2.1,0.5,0.5,1.643669836,0.988833747,0.990031362
38,4,0.206372,TRUE,59,241,903,33,59,TRUE,0.228720188,240,897,1,0-10 sec,2.1,0.5,0.5,0.902290269,1.004166667,1.006688963
38,5,117.971,TRUE,71,116618,407875,33,71,TRUE,32.02753282,123334,428896,1,1-2 min,2.1,0.5,0.5,3.683424529,0.94554624,0.950988118
38,6,2.09992,TRUE,63,2076,7172,33,63,TRUE,0.242331982,704,2435,1,0-10 sec,2.1,0.5,0.5,8.665467854,2.948863636,2.945379877
38,7,1.13692,TRUE,65,830,4050,33,65,TRUE,0.275960207,613,2984,1,0-10 sec,2.1,0.5,0.5,4.119869355,1.353996737,1.357238606
38,8,6.3399,TRUE,61,8712,28853,33,61,TRUE,2.491263866,8732,28907,1,0-10 sec,2.1,0.5,0.5,2.54485287,0.997709574,0.99813194
38,9,6.03846,TRUE,63,6740,26039,33,63,TRUE,3.529415846,6358,24640,1,0-10 sec,2.1,0.5,0.5,1.710895022,1.060081787,1.056777597
38,10,7.15594,TRUE,60,7407,32462,33,60,TRUE,4.26235199,7409,32477,1,0-10 sec,2.1,0.5,0.5,1.6788712,0.999730058,0.999538135
39,1,0.0350085,TRUE,55,42,158,33,55,TRUE,0.079933882,60,221,1,0-10 sec,2.1,0.5,0.7,0.43796822,0.7,0.714932127
39,2,0.0463525,TRUE,54,70,234,33,54,TRUE,0.051148176,81,289,1,0-10 sec,2.1,0.5,0.7,0.90623955,0.864197531,0.809688581
39,3,0.13718,TRUE,54,164,683,33,54,TRUE,0.099899054,162,679,1,0-10 sec,2.1,0.5,0.7,1.373186177,1.012345679,1.005891016
39,4,0.0488146,TRUE,53,56,227,33,53,TRUE,0.216107607,180,759,1,0-10 sec,2.1,0.5,0.7,0.225880989,0.311111111,0.299077734
39,5,0.0398076,TRUE,55,44,167,33,55,TRUE,0.084539652,60,232,1,0-10 sec,2.1,0.5,0.7,0.470874898,0.733333333,0.719827586
39,6,0.265699,TRUE,69,263,1244,33,69,TRUE,0.200895309,168,735,1,0-10 sec,2.1,0.5,0.7,1.322574436,1.56547619,1.692517007
39,7,531.444,TRUE,56,429180,1177784,33,56,TRUE,191.3592095,428577,1175898,1,5-10 min,2.1,0.5,0.7,2.777206289,1.001406982,1.001603881
39,8,0.0376167,TRUE,67,45,171,33,67,TRUE,0.065732956,39,145,1,0-10 sec,2.1,0.5,0.7,0.572265455,1.153846154,1.179310345
39,9,1.15647,TRUE,64,1978,6384,33,64,TRUE,0.583477497,1981,6398,1,0-10 sec,2.1,0.5,0.7,1.982030166,0.998485613,0.997811816
39,10,8.06774,TRUE,60,13802,37363,33,60,TRUE,2.935332775,13919,37684,1,0-10 sec,2.1,0.5,0.7,2.74849246,0.991594224,0.991481796
40,1,0.0712031,TRUE,51,47,175,33,51,TRUE,0.069033146,43,158,1,0-10 sec,2.1,0.5,1,1.031433509,1.093023256,1.107594937
40,2,0.0838718,TRUE,56,60,248,33,56,TRUE,0.11469841,72,300,1,0-10 sec,2.1,0.5,1,0.731237687,0.833333333,0.826666667
40,3,0.0740733,TRUE,57,60,234,33,57,TRUE,0.08186841,51,203,1,0-10 sec,2.1,0.5,1,0.904784886,1.176470588,1.15270936
40,4,0.0490493,TRUE,57,39,136,33,57,TRUE,0.096786737,57,249,1,0-10 sec,2.1,0.5,1,0.50677708,0.684210526,0.546184739
40,5,0.161755,TRUE,65,123,573,33,65,TRUE,0.068985939,39,156,1,0-10 sec,2.1,0.5,1,2.344753182,3.153846154,3.673076923
40,6,0.0669948,TRUE,60,74,247,33,60,TRUE,0.092230558,173,691,1,0-10 sec,2.1,0.5,1,0.726383982,0.427745665,0.357452967
40,7,0.0640376,TRUE,46,54,224,33,46,TRUE,0.097420216,53,224,1,0-10 sec,2.1,0.5,1,0.657333792,1.018867925,1
40,8,0.0728292,TRUE,57,70,258,33,57,TRUE,0.055211306,69,258,1,0-10 sec,2.1,0.5,1,1.319099389,1.014492754,1
40,9,0.0562836,TRUE,64,49,186,33,64,TRUE,0.042987347,48,190,1,0-10 sec,2.1,0.5,1,1.309306201,1.020833333,0.978947368
40,10,0.113191,TRUE,51,97,377,33,51,TRUE,0.127107382,98,385,1,0-10 sec,2.1,0.5,1,0.890514762,0.989795918,0.979220779
41,1,600.005,FALSE,0,266355,1027874,0,86,FALSE,,,,,Out of Range,2.1,0.75,0.2,,,
41,2,1232.63,FALSE,0,332660,1178720,0,89,FALSE,,,,,Out of Range,2.1,0.75,0.2,,,
41,3,606.407,FALSE,0,151225,580927,0,85,FALSE,,,,,Out of Range,2.1,0.75,0.2,,,
41,4,600.001,FALSE,0,181251,815308,0,78,FALSE,,,,,Out of Range,2.1,0.75,0.2,,,
41,5,600.023,FALSE,0,267683,1060207,0,99,FALSE,,,,,Out of Range,2.1,0.75,0.2,,,
41,6,963.531,FALSE,0,239016,1156226,0,103,FALSE,,,,,Out of Range,2.1,0.75,0.2,,,
41,7,786.202,FALSE,0,219998,1169199,0,92,FALSE,,,,,Out of Range,2.1,0.75,0.2,,,
41,8,1108.93,FALSE,0,303509,1225017,0,88,FALSE,,,,,Out of Range,2.1,0.75,0.2,,,
41,9,600.002,FALSE,0,214301,892201,0,92,FALSE,,,,,Out of Range,2.1,0.75,0.2,,,
41,10,600.004,FALSE,0,196647,953591,0,99,FALSE,,,,,Out of Range,2.1,0.75,0.2,,,
42,1,0.287335,TRUE,58,162,726,33,58,TRUE,0.236703873,227,959,1,0-10 sec,2.1,0.75,0.5,1.213900712,0.713656388,0.757038582
42,2,107.821,TRUE,50,56486,271764,33,50,TRUE,40.49095321,59129,284411,1,1-2 min,2.1,0.75,0.5,2.662841733,0.955301121,0.955532662
42,3,31.2502,TRUE,60,22159,89826,33,60,TRUE,7.061643839,21352,87439,1,10-60 sec,2.1,0.75,0.5,4.425343548,1.037795054,1.027299031
42,4,90.498,TRUE,49,51035,225602,33,49,TRUE,31.97506261,51653,228255,1,1-2 min,2.1,0.75,0.5,2.830268109,0.988035545,0.988377034
42,5,0.146157,TRUE,52,120,522,33,52,TRUE,0.203500032,150,709,1,0-10 sec,2.1,0.75,0.5,0.718216103,0.8,0.736248237
42,6,10.9515,TRUE,66,8247,35575,33,66,TRUE,3.054636478,8591,37079,1,10-60 sec,2.1,0.75,0.5,3.585205663,0.959958096,0.959437957
42,7,260.875,TRUE,66,135628,493468,33,66,TRUE,73.9983933,128879,469572,1,2-5 min,2.1,0.75,0.5,3.525414382,1.052366949,1.050888895
42,8,600.001,FALSE,0,244239,885652,0,82,FALSE,,,,,Out of Range,2.1,0.75,0.5,,,
42,9,82.5962,TRUE,60,36281,174907,33,60,TRUE,23.91924286,36470,176335,1,1-2 min,2.1,0.75,0.5,3.453127697,0.994817658,0.991901778
42,10,0.0830489,TRUE,75,56,209,33,75,TRUE,0.065517664,85,331,1,0-10 sec,2.1,0.75,0.5,1.267580297,0.658823529,0.63141994
43,1,600.001,FALSE,0,234724,971545,0,55,TRUE,278.7696733,547286,2275040,,Out of Range,2.1,0.75,0.7,,,
43,2,0.049172,TRUE,43,44,165,33,43,TRUE,0.049643993,55,219,1,0-10 sec,2.1,0.75,0.7,0.990492445,0.8,0.753424658
43,3,0.854514,TRUE,57,646,2743,33,57,TRUE,0.592165947,674,2895,1,0-10 sec,2.1,0.75,0.7,1.443031306,0.958456973,0.947495682
43,4,2.38224,TRUE,67,2292,8265,33,67,TRUE,0.034730196,36,123,1,0-10 sec,2.1,0.75,0.7,68.59276003,63.66666667,67.19512195
43,5,75.5251,TRUE,64,53822,210049,33,64,TRUE,34.4870317,55842,218370,1,1-2 min,2.1,0.75,0.7,2.189956522,0.963826511,0.961894949
43,6,2.83341,TRUE,58,2059,7806,33,58,TRUE,1.245882511,2032,7664,1,0-10 sec,2.1,0.75,0.7,2.274219258,1.013287402,1.018528184
43,7,0.124745,TRUE,52,73,308,33,52,TRUE,0.106307268,74,286,1,0-10 sec,2.1,0.75,0.7,1.173438113,0.986486486,1.076923077
