group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
1,1,300,False,0,3234988,18797194,0,TT,j60,LBCC_DP,4246334,8359350,479210,0
1,2,300,False,0,1997765,17824700,0,TT,j60,LBCC_DP,1405903,6720645,510389,0
1,3,65.9866,True,68,571899,3612279,63,TT,j60,LBCC_DP,315522,1474520,43537,5
1,4,300,False,0,2990449,16857590,0,TT,j60,LBCC_DP,1881238,10330952,295111,0
1,5,300,False,0,2889333,16815816,0,TT,j60,LBCC_DP,1830478,8991987,681522,18972
1,6,300,False,0,1885873,18100622,0,TT,j60,LBCC_DP,2113275,6315749,179461,0
1,7,300.076,False,0,2079752,17412112,0,TT,j60,LBCC_DP,1121255,6360155,634894,95910
1,8,300,False,0,2597795,16594768,0,TT,j60,LBCC_DP,1871828,7169775,403885,0
1,9,300,False,0,2787266,18879608,0,TT,j60,LBCC_DP,3383491,8295940,537913,0
1,10,300,False,0,4433762,19178832,0,TT,j60,LBCC_DP,2830238,14221537,1456133,0
2,1,300.019,False,0,3610528,15241320,0,TT,j60,LBCC_DP,1755549,10880057,978956,0
2,2,300,False,0,5165627,15012188,0,TT,j60,LBCC_DP,2848209,25357186,343156,0
2,3,300,False,0,3776381,19153284,0,TT,j60,LBCC_DP,1320377,15286746,211002,0
2,4,0.527403,True,78,8198,31419,63,TT,j60,LBCC_DP,5023,35121,104,0
2,5,300,False,0,3454965,17573105,0,TT,j60,LBCC_DP,3265267,15540496,128040,0
2,6,300,False,0,2662804,16118804,0,TT,j60,LBCC_DP,2039865,12400795,133851,0
2,7,300,False,0,2554822,17662187,0,TT,j60,LBCC_DP,1692991,14219198,102688,0
2,8,300,False,0,4803946,22094878,0,TT,j60,LBCC_DP,3296057,24695970,718136,0
2,9,5.5561,True,65,102972,429157,63,TT,j60,LBCC_DP,61860,407983,3967,0
2,10,130.548,True,69,1141510,7920346,63,TT,j60,LBCC_DP,650545,4944007,205164,994
