group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
1,1,300,False,0,834043,12033174,0,TT,j90,LBCC_DP,1567327,2778982,71171,0
1,2,300,False,0,865284,10356098,0,TT,j90,LBCC_DP,447196,2929795,107296,0
1,3,300,False,0,788886,9935161,0,TT,j90,LBCC_DP,680176,3302161,103533,0
1,4,300,False,0,902510,11955556,0,TT,j90,LBCC_DP,826022,3685566,63880,0
1,5,300,False,0,889481,10790056,0,TT,j90,LBCC_DP,459061,4474307,27681,0
1,6,300,False,0,1116498,10617449,0,TT,j90,LBCC_DP,1263929,4763877,370160,570
1,7,300,False,0,961514,11168640,0,TT,j90,LBCC_DP,733368,3339576,60430,0
1,8,300,False,0,867081,12721231,0,TT,j90,LBCC_DP,825485,2118672,64718,15
1,9,300,False,0,1136973,12343923,0,TT,j90,LBCC_DP,1230019,6768129,120506,0
1,10,300,False,0,1274860,11820876,0,TT,j90,LBCC_DP,620833,4845722,29659,0
2,1,300,False,0,1415647,13180831,0,TT,j90,LBCC_DP,2552068,8511872,154990,0
2,2,300.628,False,0,9453306,17163029,0,TT,j90,LBCC_DP,3088900,65140754,385810,0
2,3,300,False,0,1026870,13084613,0,TT,j90,LBCC_DP,804186,6284150,216907,0
2,4,300,False,0,1263031,11067796,0,TT,j90,LBCC_DP,1408352,8412601,16132,0
2,5,300,False,0,1727012,9664260,0,TT,j90,LBCC_DP,1904461,11017733,89921,0
2,6,300,False,0,2795934,18716389,0,TT,j90,LBCC_DP,2148878,16290307,244804,0
2,7,300,False,0,1613185,13566030,0,TT,j90,LBCC_DP,2677865,5748898,298844,0
2,8,300,False,0,1408249,10479217,0,TT,j90,LBCC_DP,1029173,9440628,34714,0
2,9,300,False,0,1219904,11225058,0,TT,j90,LBCC_DP,910974,8667260,111560,0
2,10,301.24,False,0,1858498,12192174,0,TT,j90,LBCC_DP,1001745,7981388,74484,0
3,1,300,False,0,1971612,8078162,0,TT,j90,LBCC_DP,978859,19137885,117269,0
3,2,300,False,0,2140240,10126848,0,TT,j90,LBCC_DP,1354186,20893947,52924,0
3,3,235.183,True,71,1721266,9547894,93,TT,j90,LBCC_DP,1318440,15767551,312139,0
3,4,300,False,0,2566769,10302333,0,TT,j90,LBCC_DP,1259821,21978608,23150,0
3,5,300,False,0,3161358,16482282,0,TT,j90,LBCC_DP,2554446,23294024,67358,0
3,6,300,False,0,1300265,11617314,0,TT,j90,LBCC_DP,1777870,8043216,65210,0
3,7,300,False,0,3915355,14821767,0,TT,j90,LBCC_DP,3341579,41338789,86036,0
3,8,234.276,True,86,1612801,10105615,93,TT,j90,LBCC_DP,1185432,13140161,43282,0
3,9,300,False,0,2083608,12228918,0,TT,j90,LBCC_DP,1289538,18997480,12944,0
3,10,300,False,0,1350377,10279871,0,TT,j90,LBCC_DP,880421,13547937,36672,0
4,1,300,False,0,5109289,12663091,0,TT,j90,LBCC_DP,2281169,57781799,0,0
4,2,300,False,0,2209969,11599556,0,TT,j90,LBCC_DP,3642460,17963160,14896,0
4,3,300,False,0,2167761,12213373,0,TT,j90,LBCC_DP,775951,26167824,0,0
4,4,300,False,0,6811332,11805111,0,TT,j90,LBCC_DP,6182562,81131278,4220,0
4,5,300,False,0,2144422,11712870,0,TT,j90,LBCC_DP,1166449,21817225,42212,0
4,6,300,False,0,4657315,12552005,0,TT,j90,LBCC_DP,3366288,54140989,0,0
4,7,300,False,0,2702869,14650928,0,TT,j90,LBCC_DP,1446669,28603696,317128,0
4,8,300,False,0,5245955,13457788,0,TT,j90,LBCC_DP,2618930,69196561,73516,0
4,9,300,False,0,2285646,13016225,0,TT,j90,LBCC_DP,979179,16595701,2826,0
4,10,300,False,0,2526812,11882327,0,TT,j90,LBCC_DP,2728993,29142239,1024,0
5,1,300,False,0,675817,11073346,0,TT,j90,LBCC_DP,652781,1534924,177963,13
5,2,300,False,0,805069,11425582,0,TT,j90,LBCC_DP,1364707,914113,87895,0
5,3,300,False,0,1182004,14007803,0,TT,j90,LBCC_DP,830229,1905167,96220,43
5,4,300,False,0,614131,9010383,0,TT,j90,LBCC_DP,365470,627498,35101,0
5,5,300,False,0,1162241,12375213,0,TT,j90,LBCC_DP,906653,2957235,327487,427
5,6,300,False,0,644323,10273562,0,TT,j90,LBCC_DP,521792,880191,205278,117
5,7,300,False,0,1019477,12037175,0,TT,j90,LBCC_DP,767970,3165271,161224,105
5,8,300,False,0,809505,10782751,0,TT,j90,LBCC_DP,693559,1219123,97007,836
5,9,300,False,0,784434,9472933,0,TT,j90,LBCC_DP,413206,953699,191239,1782
5,10,300,False,0,1230429,11783038,0,TT,j90,LBCC_DP,1172834,3277929,171540,148
6,1,300,False,0,1350079,13286883,0,TT,j90,LBCC_DP,2553771,3879618,110771,0
6,2,300,False,0,1844742,13369587,0,TT,j90,LBCC_DP,1494574,5546845,203892,0
6,3,300,False,0,734471,9641210,0,TT,j90,LBCC_DP,467823,1392698,14731,0
6,4,300,False,0,1288159,15020918,0,TT,j90,LBCC_DP,1161357,4904751,15153,0
6,5,300,False,0,1174972,11652185,0,TT,j90,LBCC_DP,1297004,2770709,11581,0
6,6,300,False,0,2472120,11367900,0,TT,j90,LBCC_DP,822543,10433740,73674,0
6,7,300,False,0,1809768,11671132,0,TT,j90,LBCC_DP,901348,7251257,123953,0
6,8,300,False,0,770628,10422460,0,TT,j90,LBCC_DP,739657,1497906,40530,0
6,9,300.001,False,0,847191,9704386,0,TT,j90,LBCC_DP,1272938,4245686,65053,0
6,10,300.001,False,0,1521158,8724982,0,TT,j90,LBCC_DP,1134558,2716101,35430,0
7,1,300,False,0,1271297,7847248,0,TT,j90,LBCC_DP,1135981,4882773,2566,0
7,2,227.452,True,77,3366412,10753046,93,TT,j90,LBCC_DP,1197010,32292061,1164,0
7,3,300,False,0,1437585,11088126,0,TT,j90,LBCC_DP,941892,4352041,43140,0
7,4,72.8911,True,86,445150,1713529,93,TT,j90,LBCC_DP,236958,2483593,6064,0
7,5,61.1527,True,79,441733,2928842,93,TT,j90,LBCC_DP,745854,1782786,6222,0
7,6,4.8297,True,90,70092,292384,93,TT,j90,LBCC_DP,39194,388276,35,0
7,7,121.386,True,90,2200121,5358696,93,TT,j90,LBCC_DP,751178,14893710,2179,0
7,8,300,False,0,903232,11691180,0,TT,j90,LBCC_DP,1312813,2896541,10639,0
7,9,300,False,0,1220352,11653196,0,TT,j90,LBCC_DP,1640549,5935209,48231,0
7,10,5.66631,True,98,28696,215979,93,TT,j90,LBCC_DP,28449,156290,238,0
8,1,300,False,0,5357510,12702221,0,TT,j90,LBCC_DP,1012985,62480249,303,0
8,2,300,False,0,2448342,11117665,0,TT,j90,LBCC_DP,2543856,22386736,19909,0
8,3,300,False,0,3282784,8939759,0,TT,j90,LBCC_DP,2151027,33586652,0,0
8,4,300,False,0,1808509,8772448,0,TT,j90,LBCC_DP,1118860,16709189,7429,0
8,5,300,False,0,2842297,11154410,0,TT,j90,LBCC_DP,1025600,25487684,0,0
8,6,300,False,0,2450475,11316588,0,TT,j90,LBCC_DP,1393543,17600024,856,0
8,7,300,False,0,1364124,10974932,0,TT,j90,LBCC_DP,977575,13369348,34008,0
8,8,300,False,0,1573530,9634062,0,TT,j90,LBCC_DP,1119904,14637774,1531,0
8,9,300,False,0,4069117,12452842,0,TT,j90,LBCC_DP,2053852,24997653,13182,0
8,10,300,False,0,4357292,9661785,0,TT,j90,LBCC_DP,1320177,51018864,1024,0
9,1,300,False,0,719583,9579354,0,TT,j90,LBCC_DP,475807,529707,102866,64
9,2,300,False,0,717020,8757800,0,TT,j90,LBCC_DP,313674,574238,41837,19
9,3,300,False,0,853658,9842311,0,TT,j90,LBCC_DP,468833,461034,121815,102
9,4,300,False,0,794392,8643565,0,TT,j90,LBCC_DP,337939,324232,152323,1850
9,5,300,False,0,684459,8292968,0,TT,j90,LBCC_DP,285886,335581,122927,3215
9,6,300,False,0,758913,10300620,0,TT,j90,LBCC_DP,483664,526088,82898,70
9,7,300,False,0,663183,9711315,0,TT,j90,LBCC_DP,303016,349891,79984,377
9,8,300,False,0,1097318,12701709,0,TT,j90,LBCC_DP,767138,1208141,335223,756
9,9,300,False,0,726564,9631386,0,TT,j90,LBCC_DP,225446,240912,65493,830
9,10,300,False,0,840459,8633199,0,TT,j90,LBCC_DP,632324,970220,225782,519
10,1,300,False,0,683399,9867180,0,TT,j90,LBCC_DP,923458,596303,4880,0
10,2,300,False,0,852287,11678958,0,TT,j90,LBCC_DP,711220,752279,49100,0
10,3,300,False,0,954862,10975512,0,TT,j90,LBCC_DP,967839,1271271,27933,0
10,4,9.7299,True,94,82398,340208,93,TT,j90,LBCC_DP,46475,376814,87,0
10,5,17.8897,True,78,75735,639131,93,TT,j90,LBCC_DP,236856,192246,28,0
10,6,300,False,0,1030066,11823628,0,TT,j90,LBCC_DP,1155176,1562581,167171,0
10,7,82.6139,True,83,322770,2920443,93,TT,j90,LBCC_DP,279079,707432,7953,0
10,8,300,False,0,661692,7639655,0,TT,j90,LBCC_DP,563949,490800,1617,0
10,9,300.001,False,0,918825,9239110,0,TT,j90,LBCC_DP,1008723,1025166,25675,0
10,10,300,False,0,715908,10852317,0,TT,j90,LBCC_DP,1123364,911794,46309,0
11,1,117.778,True,86,596795,4322145,93,TT,j90,LBCC_DP,543322,916513,9121,0
11,2,300.001,False,0,575037,3819060,0,TT,j90,LBCC_DP,547780,350374,8825,0
11,3,300.001,False,0,820487,5844394,0,TT,j90,LBCC_DP,624680,1326000,17065,0
11,4,300,False,0,807647,8284320,0,TT,j90,LBCC_DP,877036,916615,22051,0
11,5,19.7448,True,81,161901,560596,93,TT,j90,LBCC_DP,130257,1434081,5,0
11,6,300.001,False,0,692038,8087882,0,TT,j90,LBCC_DP,1346820,1533676,1087,0
11,7,300,False,0,3779792,8695410,0,TT,j90,LBCC_DP,1641362,40118762,0,0
11,8,300,False,0,674940,9323307,0,TT,j90,LBCC_DP,624005,679554,747,0
11,9,6.4587,True,81,27137,174538,93,TT,j90,LBCC_DP,39896,128829,239,0
11,10,300,False,0,1464658,8667998,0,TT,j90,LBCC_DP,1688720,1963176,38536,0
12,1,300,False,0,3354488,7824732,0,TT,j90,LBCC_DP,1079619,39779308,0,0
12,2,300,False,0,2587970,8404963,0,TT,j90,LBCC_DP,1339882,33894257,0,0
12,3,5.64766,True,93,56740,230886,93,TT,j90,LBCC_DP,28873,374804,0,0
12,4,300,False,0,1471543,9992492,0,TT,j90,LBCC_DP,1002146,11626708,0,0
12,5,300,False,0,4750721,8993473,0,TT,j90,LBCC_DP,1477241,50863577,18,0
12,6,300,False,0,3155227,8294473,0,TT,j90,LBCC_DP,918015,28445914,0,0
12,7,300,False,0,1397328,8352292,0,TT,j90,LBCC_DP,987518,10285668,3389,0
12,8,300,False,0,2847271,9077099,0,TT,j90,LBCC_DP,1380003,30090256,0,0
12,9,300,False,0,2507515,8989842,0,TT,j90,LBCC_DP,704556,32222880,19,0
12,10,300.001,False,0,1365631,8270672,0,TT,j90,LBCC_DP,1955493,9616713,44687,0
13,1,300,False,0,689714,9102049,0,TT,j90,LBCC_DP,173863,170625,10389,71
13,2,300,False,0,844428,8883161,0,TT,j90,LBCC_DP,205143,127769,11475,0
13,3,300,False,0,737860,10894456,0,TT,j90,LBCC_DP,252363,170656,3787,0
