group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
1,1,300,False,0,1412314,21757166,0,TT,j90,LBIP0_DP,1941180,3089667,61007,0
1,2,300,False,0,1900815,19695420,0,TT,j90,LBIP0_DP,3562683,6603649,92347,0
1,3,300,False,0,1763491,21989856,0,TT,j90,LBIP0_DP,1865527,8337308,45155,0
1,4,300,False,0,1539443,17419916,0,TT,j90,LBIP0_DP,1537383,9307482,141173,0
1,5,300,False,0,1685634,20001330,0,TT,j90,LBIP0_DP,894253,7930711,64460,0
1,6,300,False,0,1834820,18895203,0,TT,j90,LBIP0_DP,1657917,8282878,64115,0
1,7,300,False,0,1667102,19746171,0,TT,j90,LBIP0_DP,1271613,5694115,85256,0
1,8,300,False,0,1174192,19093863,0,TT,j90,LBIP0_DP,557625,3412066,306891,0
1,9,300,False,0,1955887,20937444,0,TT,j90,LBIP0_DP,2110713,11356003,230258,0
1,10,300,False,0,2318811,21068896,0,TT,j90,LBIP0_DP,1700633,7663455,185683,0
2,1,300,False,0,2383638,21631421,0,TT,j90,LBIP0_DP,4205763,14593643,280006,0
2,2,300,False,0,13400574,24331471,0,TT,j90,LBIP0_DP,4382798,91406788,531693,0
2,3,300,False,0,1570815,20312701,0,TT,j90,LBIP0_DP,1217328,9389465,437675,0
2,4,300,False,0,2228877,19365071,0,TT,j90,LBIP0_DP,2529388,14152983,19380,0
2,5,300,False,0,3218122,18472668,0,TT,j90,LBIP0_DP,3761543,20367548,217882,0
2,6,300,False,0,4030127,27071332,0,TT,j90,LBIP0_DP,3187332,23935117,358229,0
2,7,300,False,0,2411458,21258177,0,TT,j90,LBIP0_DP,4284728,9465440,459042,0
2,8,300,False,0,2243034,16261071,0,TT,j90,LBIP0_DP,1497689,15141830,63307,0
2,9,300,False,0,2111592,19423194,0,TT,j90,LBIP0_DP,1690219,14900209,218890,0
2,10,300,False,0,2484775,15827638,0,TT,j90,LBIP0_DP,1368108,10914334,87133,0
3,1,300,False,0,3123144,12973986,0,TT,j90,LBIP0_DP,1653389,29362369,184860,0
3,2,300,False,0,5355758,21591431,0,TT,j90,LBIP0_DP,2932522,47001864,157665,0
3,3,135.378,True,71,1721266,9547894,93,TT,j90,LBIP0_DP,1318440,15767551,312139,0
3,4,300,False,0,4669779,18850299,0,TT,j90,LBIP0_DP,2292411,38317804,38414,0
3,5,300,False,0,4875272,25492522,0,TT,j90,LBIP0_DP,3979841,34184674,107784,0
3,6,300,False,0,2378771,20806954,0,TT,j90,LBIP0_DP,3189150,14701997,148236,0
3,7,300,False,0,5870299,23152230,0,TT,j90,LBIP0_DP,4916280,61394614,97664,0
3,8,144.343,True,86,1612801,10105615,93,TT,j90,LBIP0_DP,1185432,13140161,43282,0
3,9,300,False,0,3474359,20545984,0,TT,j90,LBIP0_DP,2165643,31308415,21410,0
3,10,300,False,0,2440958,19303465,0,TT,j90,LBIP0_DP,1691114,25358603,69443,0
4,1,300,False,0,8396500,20575684,0,TT,j90,LBIP0_DP,3816893,89067173,0,0
4,2,300,False,0,4663633,22260597,0,TT,j90,LBIP0_DP,5740922,33926918,20428,0
4,3,300,False,0,3710116,20935882,0,TT,j90,LBIP0_DP,1311300,44405533,0,0
4,4,300,False,0,11464580,19925328,0,TT,j90,LBIP0_DP,10906942,132418696,7164,0
4,5,300,False,0,4316042,21162106,0,TT,j90,LBIP0_DP,2328676,46533044,135674,0
4,6,300,False,0,7200655,20748072,0,TT,j90,LBIP0_DP,4882183,87353971,0,0
4,7,300,False,0,4327828,23727873,0,TT,j90,LBIP0_DP,2353080,44932961,529773,0
4,8,300,False,0,8823011,22025747,0,TT,j90,LBIP0_DP,3910111,110029654,76500,0
4,9,300,False,0,3205474,18022474,0,TT,j90,LBIP0_DP,1366871,23979671,3438,0
4,10,300,False,0,4185829,20564691,0,TT,j90,LBIP0_DP,4892306,47837182,7040,0
5,1,300,False,0,1272727,18674633,0,TT,j90,LBIP0_DP,1236743,2650026,37061,0
5,2,300,False,0,1288454,18611953,0,TT,j90,LBIP0_DP,1884779,1531148,118862,0
5,3,300,False,0,1089280,15090601,0,TT,j90,LBIP0_DP,680381,1751475,256270,0
5,4,300,False,0,1181038,16545762,0,TT,j90,LBIP0_DP,840975,1633466,85953,0
5,5,300,False,0,1105990,17670851,0,TT,j90,LBIP0_DP,826001,1470585,212695,0
5,6,300,False,0,1063035,16813173,0,TT,j90,LBIP0_DP,1019939,1324584,127708,0
5,7,300,False,0,1058780,17861482,0,TT,j90,LBIP0_DP,1107875,1976181,58520,0
5,8,300,False,0,1182819,18289405,0,TT,j90,LBIP0_DP,937095,1270839,224574,0
5,9,300,False,0,1039962,17482446,0,TT,j90,LBIP0_DP,620276,1238529,180824,0
5,10,300,False,0,1093647,18658890,0,TT,j90,LBIP0_DP,1792634,1905234,333530,0
6,1,300,False,0,1907579,18872426,0,TT,j90,LBIP0_DP,3523388,5393941,154344,0
6,2,300,False,0,2472176,17957382,0,TT,j90,LBIP0_DP,1996329,7776482,333232,0
6,3,300,False,0,1215051,15681068,0,TT,j90,LBIP0_DP,745443,2403485,22538,0
6,4,300,False,0,1863704,21703071,0,TT,j90,LBIP0_DP,1740953,6949601,19362,0
6,5,300,False,0,1564765,15382219,0,TT,j90,LBIP0_DP,1701534,3623211,20389,0
6,6,301.518,False,0,3829093,16927937,0,TT,j90,LBIP0_DP,1260363,16834255,150719,0
6,7,300,False,0,2309796,14759285,0,TT,j90,LBIP0_DP,1163980,9018635,174993,0
6,8,301.012,False,0,1236295,16842845,0,TT,j90,LBIP0_DP,1060935,2266973,65626,0
6,9,300,False,0,1911183,18369984,0,TT,j90,LBIP0_DP,2588816,7468720,168837,0
