group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
1,1,0.605033,True,43,21119,82949,33,TT,j30,LBMAX_DP,7331,46512,1459,176
1,2,0.924023,True,47,47321,147146,33,TT,j30,LBMAX_DP,25619,99440,23356,941
1,3,0.260711,True,47,18651,42231,33,TT,j30,LBMAX_DP,5798,34803,6226,1729
1,4,11.4278,True,62,427305,1144724,33,TT,j30,LBMAX_DP,166328,942811,136052,925
1,5,7.81645,True,39,331571,771230,33,TT,j30,LBMAX_DP,138263,787740,55965,2680
1,6,1.05332,True,48,74289,147345,33,TT,j30,LBMAX_DP,28013,152221,17118,2204
1,7,0.00454003,True,60,282,787,33,TT,j30,LBMAX_DP,134,736,0,0
1,8,0.0686016,True,53,4527,12570,33,TT,j30,LBMAX_DP,4537,7314,1502,0
1,9,0.635636,True,49,25117,93461,33,TT,j30,LBMAX_DP,9448,51636,6855,1355
1,10,0.508149,True,45,29722,81434,33,TT,j30,LBMAX_DP,17574,74848,8467,452
2,1,0.123836,True,38,5877,21308,33,TT,j30,LBMAX_DP,3168,10670,2976,0
2,2,0.380604,True,51,30197,58504,33,TT,j30,LBMAX_DP,9256,102466,5861,1720
2,3,0.00455133,True,43,184,770,33,TT,j30,LBMAX_DP,70,255,0,0
2,4,0.212329,True,43,12940,33626,33,TT,j30,LBMAX_DP,6189,35898,1996,0
2,5,0.0129741,True,51,989,2222,33,TT,j30,LBMAX_DP,343,1698,0,64
2,6,0.010052,True,47,783,1626,33,TT,j30,LBMAX_DP,339,1767,7,0
2,7,0.0048371,True,47,262,701,33,TT,j30,LBMAX_DP,140,504,5,0
2,8,1.1322,True,54,64853,165737,33,TT,j30,LBMAX_DP,26126,154281,8833,10887
2,9,0.0962158,True,54,4404,14823,33,TT,j30,LBMAX_DP,1333,8124,838,164
2,10,0.0840512,True,43,3637,13809,33,TT,j30,LBMAX_DP,1828,7525,114,122
3,1,0.00108672,True,72,62,161,33,TT,j30,LBMAX_DP,28,88,0,0
