group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
1,1,6.26114,True,77,157158,716057,63,TT,j60,CP_DP,129668,396260,38293,6
1,2,300,False,0,2800290,23915004,0,TT,j60,CP_DP,2105411,9106545,2015617,11687
1,3,13.8756,True,68,221799,1285137,63,TT,j60,CP_DP,143438,553673,23158,20
1,4,302.09,False,0,5121569,26681288,0,TT,j60,CP_DP,4381580,18786085,2074042,0
1,5,300,False,0,3986319,23252426,0,TT,j60,CP_DP,2497455,12726637,1156102,11178
1,6,300,False,0,2569896,22232408,0,TT,j60,CP_DP,1403867,5125168,1035661,0
1,7,300,False,0,3127849,25706967,0,TT,j60,CP_DP,1956520,9460262,1092944,132401
1,8,300,False,0,3828625,24519126,0,TT,j60,CP_DP,2747382,11227621,1434730,0
1,9,300,False,0,3891760,25230274,0,TT,j60,CP_DP,4489513,10417832,1558531,868
1,10,300,False,0,6281368,23956728,0,TT,j60,CP_DP,3702508,22150848,1405966,6836
2,1,4.7363,True,65,92007,517740,63,TT,j60,CP_DP,40321,461957,1946,0
2,2,0.224444,True,82,5401,24786,63,TT,j60,CP_DP,3258,21247,953,0
2,3,300,False,0,5395951,24657857,0,TT,j60,CP_DP,2626604,20823640,2191143,2544
2,4,0.293395,True,78,5692,27996,63,TT,j60,CP_DP,4149,16276,944,0
2,5,300,False,0,5404809,28654876,0,TT,j60,CP_DP,5513284,26205325,1579601,25306
2,6,302.957,False,0,4348195,24999467,0,TT,j60,CP_DP,3221050,22031354,392221,0
2,7,300,False,0,4296124,27482601,0,TT,j60,CP_DP,2474142,24926795,505980,135046
2,8,18.4702,True,66,343305,1794525,63,TT,j60,CP_DP,242148,1874146,35207,0
2,9,1.88039,True,65,29963,171614,63,TT,j60,CP_DP,30872,156445,3009,0
2,10,84.2653,True,69,1142769,7925208,63,TT,j60,CP_DP,650433,4946219,199782,1449
3,1,0.0570534,True,60,1007,5729,63,TT,j60,CP_DP,1088,1949,81,0
3,2,34.3929,True,69,671759,3687862,63,TT,j60,CP_DP,299623,2984678,175671,1391
3,3,300,False,0,10000751,28432977,0,TT,j60,CP_DP,1051846,65929555,1967021,0
3,4,49.989,True,81,1996958,5071388,63,TT,j60,CP_DP,590383,12174013,279333,20
3,5,2.8394,True,83,76650,291709,63,TT,j60,CP_DP,27369,403042,5372,0
3,6,2.02502,True,57,52860,237566,63,TT,j60,CP_DP,30430,216740,3954,0
3,7,300,False,0,6743753,24043520,0,TT,j60,CP_DP,3046021,30402011,607708,611
3,8,300,False,0,4360639,27686732,0,TT,j60,CP_DP,3579886,18071809,1413609,1808
3,9,300,False,0,11672339,31112856,0,TT,j60,CP_DP,5959830,66852961,4069445,2
3,10,81.3432,True,69,1748550,8211332,63,TT,j60,CP_DP,1079141,6308693,647672,236620
4,1,79.6119,True,84,2739564,7354131,63,TT,j60,CP_DP,866986,22776256,138816,0
4,2,12.8618,True,60,427793,1377174,63,TT,j60,CP_DP,176856,2537406,45041,604
4,3,300,False,0,14382120,26971714,0,TT,j60,CP_DP,5434720,124604453,30728,0
4,4,0.0917266,True,65,3774,11038,63,TT,j60,CP_DP,1842,15090,24,0
4,5,0.0420158,True,75,1253,4241,63,TT,j60,CP_DP,498,4434,0,0
4,6,3.06905,True,71,90120,278040,63,TT,j60,CP_DP,49427,580932,2728,0
4,7,103.913,True,67,2612512,9019700,63,TT,j60,CP_DP,3213139,19908993,236790,0
4,8,113.027,True,65,3558334,10341874,63,TT,j60,CP_DP,1960346,28545709,334844,0
