group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
1,1,87.9706,True,77,727560,9723516,63,TT,j60,LBCS_DP,0,0,0,0
1,2,300,False,0,4091802,47749732,0,TT,j60,LBCS_DP,0,0,0,0
1,3,97.7369,True,68,1080902,11709736,63,TT,j60,LBCS_DP,0,0,0,0
1,4,300,False,0,4841619,43831557,0,TT,j60,LBCS_DP,0,0,0,0
1,5,300,False,0,5649941,49203082,0,TT,j60,LBCS_DP,0,0,0,0
1,6,300,False,0,3740689,43477770,0,TT,j60,LBCS_DP,0,0,0,0
1,7,300,False,0,2682328,35113166,0,TT,j60,LBCS_DP,0,0,0,0
1,8,300,False,0,5302883,48904429,0,TT,j60,LBCS_DP,0,0,0,0
1,9,300,False,0,4919241,45487069,0,TT,j60,LBCS_DP,0,0,0,0
1,10,300,False,0,3807902,38081510,0,TT,j60,LBCS_DP,0,0,0,0
2,1,0.502274,True,65,9083,89382,63,TT,j60,LBCS_DP,0,0,0,0
2,2,300,False,0,5532220,53174823,0,TT,j60,LBCS_DP,0,0,0,0
2,3,300,False,0,11430301,72490568,0,TT,j60,LBCS_DP,0,0,0,0
2,4,119.52,True,78,2929409,21825079,63,TT,j60,LBCS_DP,0,0,0,0
2,5,300,False,0,3183409,38783558,0,TT,j60,LBCS_DP,0,0,0,0
2,6,300,False,0,4284666,43091938,0,TT,j60,LBCS_DP,0,0,0,0
2,7,300,False,0,3805511,45860206,0,TT,j60,LBCS_DP,0,0,0,0
2,8,300,False,0,6014371,59515581,0,TT,j60,LBCS_DP,0,0,0,0
2,9,1.40486,True,65,17349,183802,63,TT,j60,LBCS_DP,0,0,0,0
2,10,300,False,0,4196881,47850145,0,TT,j60,LBCS_DP,0,0,0,0
3,1,0.371607,True,60,10746,73532,63,TT,j60,LBCS_DP,0,0,0,0
3,2,300,False,0,5067430,47903260,0,TT,j60,LBCS_DP,0,0,0,0
3,3,300,False,0,10291679,63061871,0,TT,j60,LBCS_DP,0,0,0,0
3,4,1.45519,True,81,19748,196253,63,TT,j60,LBCS_DP,0,0,0,0
3,5,1.14346,True,83,27711,199770,63,TT,j60,LBCS_DP,0,0,0,0
3,6,0.197508,True,57,2014,22652,63,TT,j60,LBCS_DP,0,0,0,0
3,7,300,False,0,15695988,81029819,0,TT,j60,LBCS_DP,0,0,0,0
3,8,300,False,0,5033752,49423127,0,TT,j60,LBCS_DP,0,0,0,0
3,9,300,False,0,7395316,60815796,0,TT,j60,LBCS_DP,0,0,0,0
3,10,300,False,0,5422294,51679577,0,TT,j60,LBCS_DP,0,0,0,0
4,1,0.238948,True,84,2802,26519,63,TT,j60,LBCS_DP,0,0,0,0
4,2,300,False,0,8302504,62083875,0,TT,j60,LBCS_DP,0,0,0,0
4,3,300,False,0,3453936,44649799,0,TT,j60,LBCS_DP,0,0,0,0
4,4,0.0458486,True,65,964,7304,63,TT,j60,LBCS_DP,0,0,0,0
4,5,55.9727,True,75,966866,8516674,63,TT,j60,LBCS_DP,0,0,0,0
