group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
18,7,0.00511696,True,48,391,854,33,TT,j30,LBIP0_DP,110,669,1,0
18,8,0.00615172,True,52,469,977,33,TT,j30,LBIP0_DP,104,891,0,0
18,9,0.00617981,True,47,304,1024,33,TT,j30,LBIP0_DP,145,450,0,0
18,10,0.237968,True,49,17634,36296,33,TT,j30,LBIP0_DP,8072,39442,1066,921
19,1,0.00645533,True,40,429,1017,33,TT,j30,LBIP0_DP,220,758,0,0
19,2,0.0174547,True,58,1493,2750,33,TT,j30,LBIP0_DP,1187,4262,0,0
19,3,0.0544277,True,83,5107,9175,33,TT,j30,LBIP0_DP,2394,12767,0,0
19,4,0.0121326,True,39,766,2089,33,TT,j30,LBIP0_DP,1263,1437,0,0
19,5,0.00238102,True,48,114,386,33,TT,j30,LBIP0_DP,46,119,0,0
19,6,0.00321486,True,49,201,523,33,TT,j30,LBIP0_DP,106,277,0,0
19,7,0.0332465,True,57,2872,5837,33,TT,j30,LBIP0_DP,1460,4124,28,0
19,8,0.00500394,True,55,314,769,33,TT,j30,LBIP0_DP,127,443,0,0
19,9,0.00769257,True,38,302,1235,33,TT,j30,LBIP0_DP,228,265,4,0
19,10,0.00427418,True,47,289,647,33,TT,j30,LBIP0_DP,122,647,0,0
20,1,0.0183861,True,57,1422,2979,33,TT,j30,LBIP0_DP,530,3444,4,0
20,2,0.0280454,True,70,1813,4482,33,TT,j30,LBIP0_DP,681,3342,60,0
20,3,0.017805,True,49,1202,2881,33,TT,j30,LBIP0_DP,502,3591,24,0
20,4,0.0209343,True,43,1120,3564,33,TT,j30,LBIP0_DP,407,2274,0,0
20,5,0.0060875,True,61,363,992,33,TT,j30,LBIP0_DP,267,315,4,0
20,6,0.00297019,True,51,189,470,33,TT,j30,LBIP0_DP,64,327,0,0
20,7,0.00782413,True,42,620,1287,33,TT,j30,LBIP0_DP,122,1372,0,0
20,8,0.00144921,True,51,120,233,33,TT,j30,LBIP0_DP,18,194,0,0
20,9,0.00395835,True,41,271,618,33,TT,j30,LBIP0_DP,177,446,0,0
20,10,0.00605888,True,37,442,1006,33,TT,j30,LBIP0_DP,324,796,0,0
21,1,20.3534,True,84,277753,596026,33,TT,j30,LBIP0_DP,116217,285632,29157,2017
21,2,23.8592,True,59,318685,921029,33,TT,j30,LBIP0_DP,109725,320649,75537,2331
21,3,16.4674,True,76,243583,627045,33,TT,j30,LBIP0_DP,70901,216397,34748,3305
21,4,73.3765,True,70,458746,1395235,33,TT,j30,LBIP0_DP,160882,278577,82428,3611
21,5,2.54514,True,55,66647,265763,33,TT,j30,LBIP0_DP,20218,61368,26533,533
21,6,300.001,False,0,1652769,4806616,0,TT,j30,LBIP0_DP,586943,1926875,477362,23274
21,7,11.6267,True,65,155035,546389,33,TT,j30,LBIP0_DP,46324,96588,17547,3891
21,8,104.964,True,62,477637,1703837,33,TT,j30,LBIP0_DP,209549,280776,118597,4481
21,9,300.002,False,0,906091,3374656,0,TT,j30,LBIP0_DP,276138,509954,177449,18594
21,10,83.6866,True,69,369932,1137728,33,TT,j30,LBIP0_DP,145604,207411,30792,1645
22,1,0.00924008,True,42,405,1412,33,TT,j30,LBIP0_DP,252,285,28,0
22,2,0.00868369,True,45,462,1215,33,TT,j30,LBIP0_DP,145,693,7,0
22,3,0.0299981,True,63,1305,4754,33,TT,j30,LBIP0_DP,425,1232,8,0
22,4,0.0933739,True,42,4354,14085,33,TT,j30,LBIP0_DP,1569,5819,197,98
22,5,13.6596,True,52,259070,805912,33,TT,j30,LBIP0_DP,100901,264018,17270,23838
22,6,1.94515,True,52,57250,202572,33,TT,j30,LBIP0_DP,20944,58409,10549,1306
22,7,2.26166,True,60,49176,169035,33,TT,j30,LBIP0_DP,14424,37088,5162,524
22,8,110.14,True,55,751276,2156561,33,TT,j30,LBIP0_DP,206254,654631,229706,64770
22,9,0.00162674,True,76,121,219,33,TT,j30,LBIP0_DP,36,240,0,0
22,10,0.842084,True,55,36661,106563,33,TT,j30,LBIP0_DP,21710,36842,4412,2890
23,1,0.00225003,True,63,146,337,33,TT,j30,LBIP0_DP,42,291,0,0
23,2,0.00727731,True,53,468,1066,33,TT,j30,LBIP0_DP,160,1076,0,0
23,3,0.0125305,True,46,585,1898,33,TT,j30,LBIP0_DP,156,793,0,0
23,4,0.0251902,True,65,983,3398,33,TT,j30,LBIP0_DP,556,682,27,7
23,5,0.168042,True,52,7023,22789,33,TT,j30,LBIP0_DP,5327,10265,10,0
23,6,0.00483702,True,48,332,747,33,TT,j30,LBIP0_DP,72,581,0,0
23,7,0.0159225,True,60,931,2501,33,TT,j30,LBIP0_DP,356,1118,10,0
23,8,0.007921,True,48,399,1215,33,TT,j30,LBIP0_DP,81,485,1,0
23,9,0.00638543,True,63,329,904,33,TT,j30,LBIP0_DP,97,527,8,0
23,10,0.00643699,True,61,355,965,33,TT,j30,LBIP0_DP,135,540,20,0
24,1,0.00241586,True,53,167,355,33,TT,j30,LBIP0_DP,65,220,0,0
24,2,0.00564749,True,58,370,763,33,TT,j30,LBIP0_DP,181,864,0,0
24,3,0.0030395,True,69,151,416,33,TT,j30,LBIP0_DP,44,263,0,0
24,4,0.00467364,True,53,277,626,33,TT,j30,LBIP0_DP,148,735,0,0
24,5,0.0148321,True,51,876,2350,33,TT,j30,LBIP0_DP,292,1277,18,0
24,6,0.00875555,True,56,735,1252,33,TT,j30,LBIP0_DP,422,1975,0,0
24,7,0.110744,True,44,5494,15118,33,TT,j30,LBIP0_DP,1900,7688,33,0
24,8,0.00333732,True,38,164,482,33,TT,j30,LBIP0_DP,42,330,0,0
24,9,0.00211465,True,43,86,315,33,TT,j30,LBIP0_DP,42,40,0,0
24,10,0.00508162,True,53,317,703,33,TT,j30,LBIP0_DP,105,534,0,0
25,1,300,False,0,917820,3961654,0,TT,j30,LBIP0_DP,331687,353815,149185,9737
25,2,300,False,0,534677,2038969,0,TT,j30,LBIP0_DP,163044,251045,47013,1068
25,3,300.001,False,0,681575,3189271,0,TT,j30,LBIP0_DP,198811,286583,98735,5127
25,4,300,False,0,672362,2989214,0,TT,j30,LBIP0_DP,181620,194859,85520,3276
25,5,300.001,False,0,603110,2704449,0,TT,j30,LBIP0_DP,153824,209211,158722,4278
25,6,300.001,False,0,761997,3293491,0,TT,j30,LBIP0_DP,271716,327054,96762,2783
25,7,300.001,False,0,669931,2724509,0,TT,j30,LBIP0_DP,139299,227899,105166,7543
25,8,300.001,False,0,962904,4175059,0,TT,j30,LBIP0_DP,319472,366931,232499,5353
25,9,300,False,0,754227,2402452,0,TT,j30,LBIP0_DP,305634,312473,139893,9905
25,10,300,False,0,766440,3018943,0,TT,j30,LBIP0_DP,204459,278897,134267,47823
26,1,0.686064,True,59,22282,69192,33,TT,j30,LBIP0_DP,6680,8972,153,0
26,2,0.00327472,True,40,183,438,33,TT,j30,LBIP0_DP,63,207,0,0
26,3,0.00911483,True,58,401,1242,33,TT,j30,LBIP0_DP,154,223,0,0
