group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
1,1,70.0101,True,77,727560,9723516,63,TT,j60,CP_DP,0,0,0,0
1,2,300,False,0,4897355,56551868,0,TT,j60,CP_DP,0,0,0,0
1,3,74.9733,True,68,1080902,11709736,63,TT,j60,CP_DP,0,0,0,0
1,4,300,False,0,6245202,55492046,0,TT,j60,CP_DP,0,0,0,0
1,5,300,False,0,6802354,59267685,0,TT,j60,CP_DP,0,0,0,0
1,6,300,False,0,4431185,51344431,0,TT,j60,CP_DP,0,0,0,0
1,7,300,False,0,3529296,45131874,0,TT,j60,CP_DP,0,0,0,0
1,8,300,False,0,6360732,58642192,0,TT,j60,CP_DP,0,0,0,0
1,9,300,False,0,6107968,55740715,0,TT,j60,CP_DP,0,0,0,0
1,10,300,False,0,4936258,49779967,0,TT,j60,CP_DP,0,0,0,0
2,1,0.399062,True,65,9083,89382,63,TT,j60,CP_DP,0,0,0,0
2,2,300,False,0,6581388,62913578,0,TT,j60,CP_DP,0,0,0,0
2,3,300,False,0,13190942,83979563,0,TT,j60,CP_DP,0,0,0,0
2,4,96.5658,True,78,2929409,21825079,63,TT,j60,CP_DP,0,0,0,0
2,5,305.66,False,0,4734713,52714133,0,TT,j60,CP_DP,0,0,0,0
2,6,306.263,False,0,5172296,52222039,0,TT,j60,CP_DP,0,0,0,0
2,7,300,False,0,4128330,49869967,0,TT,j60,CP_DP,0,0,0,0
2,8,300,False,0,6779648,67131917,0,TT,j60,CP_DP,0,0,0,0
2,9,1.0773,True,65,17349,183802,63,TT,j60,CP_DP,0,0,0,0
2,10,300,False,0,5071606,57882237,0,TT,j60,CP_DP,0,0,0,0
3,1,0.301556,True,60,10746,73532,63,TT,j60,CP_DP,0,0,0,0
3,2,300,False,0,5522855,52317771,0,TT,j60,CP_DP,0,0,0,0
3,3,300,False,0,11597831,71228258,0,TT,j60,CP_DP,0,0,0,0
3,4,1.1037,True,81,19748,196253,63,TT,j60,CP_DP,0,0,0,0
3,5,1.03458,True,83,27711,199770,63,TT,j60,CP_DP,0,0,0,0
3,6,0.162658,True,57,2014,22652,63,TT,j60,CP_DP,0,0,0,0
3,7,300,False,0,17666700,91031013,0,TT,j60,CP_DP,0,0,0,0
3,8,300,False,0,5927797,58010259,0,TT,j60,CP_DP,0,0,0,0
3,9,300,False,0,8710566,71029912,0,TT,j60,CP_DP,0,0,0,0
3,10,300,False,0,6321959,60399832,0,TT,j60,CP_DP,0,0,0,0
4,1,0.180842,True,84,2802,26519,63,TT,j60,CP_DP,0,0,0,0
4,2,300,False,0,9630390,72202578,0,TT,j60,CP_DP,0,0,0,0
4,3,300,False,0,4241649,54689135,0,TT,j60,CP_DP,0,0,0,0
4,4,0.0452698,True,65,964,7304,63,TT,j60,CP_DP,0,0,0,0
4,5,43.3444,True,75,966866,8516674,63,TT,j60,CP_DP,0,0,0,0
4,6,300,False,0,5827108,64058745,0,TT,j60,CP_DP,0,0,0,0
4,7,20.4546,True,67,268565,3226174,63,TT,j60,CP_DP,0,0,0,0
4,8,11.1631,True,65,177186,2066402,63,TT,j60,CP_DP,0,0,0,0
4,9,1.38643,True,75,30318,269450,63,TT,j60,CP_DP,0,0,0,0
4,10,2.11011,True,77,72927,529524,63,TT,j60,CP_DP,0,0,0,0
5,1,300,False,0,3095836,38255203,0,TT,j60,CP_DP,0,0,0,0
5,2,300,False,0,4291928,42850918,0,TT,j60,CP_DP,0,0,0,0
5,3,300,False,0,4375335,39719329,0,TT,j60,CP_DP,0,0,0,0
5,4,300,False,0,3163942,43583103,0,TT,j60,CP_DP,0,0,0,0
5,5,300,False,0,4840177,41417223,0,TT,j60,CP_DP,0,0,0,0
5,6,302.671,False,0,3342992,42994403,0,TT,j60,CP_DP,0,0,0,0
5,7,300,False,0,3727875,40002047,0,TT,j60,CP_DP,0,0,0,0
5,8,305.884,False,0,3304047,40804829,0,TT,j60,CP_DP,0,0,0,0
5,9,300,False,0,3234580,42890407,0,TT,j60,CP_DP,0,0,0,0
5,10,301.019,False,0,3293414,41104332,0,TT,j60,CP_DP,0,0,0,0
6,1,300,False,0,3250696,39963666,0,TT,j60,CP_DP,0,0,0,0
6,2,300.341,False,0,5171824,50841484,0,TT,j60,CP_DP,0,0,0,0
6,3,300,False,0,7162694,58573948,0,TT,j60,CP_DP,0,0,0,0
6,4,1.61613,True,67,39987,282616,63,TT,j60,CP_DP,0,0,0,0
6,5,300,False,0,5432765,49914759,0,TT,j60,CP_DP,0,0,0,0
6,6,300,False,0,4681779,51063473,0,TT,j60,CP_DP,0,0,0,0
6,7,300,False,0,6226987,54853173,0,TT,j60,CP_DP,0,0,0,0
6,8,300,False,0,8879963,60597997,0,TT,j60,CP_DP,0,0,0,0
6,9,73.4703,True,64,1084338,10710895,63,TT,j60,CP_DP,0,0,0,0
6,10,74.7994,True,74,1286586,11647967,63,TT,j60,CP_DP,0,0,0,0
7,1,300,False,0,13572109,64137095,0,TT,j60,CP_DP,0,0,0,0
7,2,303.551,False,0,4339696,45771331,0,TT,j60,CP_DP,0,0,0,0
7,3,300,False,0,13908714,71672497,0,TT,j60,CP_DP,0,0,0,0
7,4,300,False,0,7703236,59482224,0,TT,j60,CP_DP,0,0,0,0
7,5,162.56,True,71,4752246,25848059,63,TT,j60,CP_DP,0,0,0,0
7,6,300,False,0,15216220,79283698,0,TT,j60,CP_DP,0,0,0,0
7,7,300,False,0,6868583,49957810,0,TT,j60,CP_DP,0,0,0,0
7,8,300,False,0,5994633,55533336,0,TT,j60,CP_DP,0,0,0,0
7,9,300,False,0,3969663,47655011,0,TT,j60,CP_DP,0,0,0,0
7,10,300,False,0,4479072,43941530,0,TT,j60,CP_DP,0,0,0,0
8,1,18.5505,True,64,455044,3817733,63,TT,j60,CP_DP,0,0,0,0
8,2,300,False,0,12004973,77058285,0,TT,j60,CP_DP,0,0,0,0
8,3,202.224,True,79,5776685,36075528,63,TT,j60,CP_DP,0,0,0,0
8,4,300,False,0,10629539,72948259,0,TT,j60,CP_DP,0,0,0,0
8,5,78.1388,True,83,1257527,11440299,63,TT,j60,CP_DP,0,0,0,0
8,6,300,False,0,11653308,73694870,0,TT,j60,CP_DP,0,0,0,0
8,7,29.0038,True,62,492843,5056876,63,TT,j60,CP_DP,0,0,0,0
8,8,300,False,0,9429626,64266684,0,TT,j60,CP_DP,0,0,0,0
8,9,300,False,0,4168323,51080019,0,TT,j60,CP_DP,0,0,0,0
8,10,11.092,True,97,366884,2506774,63,TT,j60,CP_DP,0,0,0,0
9,1,300,False,0,3226389,42193235,0,TT,j60,CP_DP,0,0,0,0
9,2,303.813,False,0,3892607,43528976,0,TT,j60,CP_DP,0,0,0,0
9,3,300,False,0,2677083,36808520,0,TT,j60,CP_DP,0,0,0,0
9,4,300,False,0,2709295,33704892,0,TT,j60,CP_DP,0,0,0,0
9,5,300,False,0,2470849,34802651,0,TT,j60,CP_DP,0,0,0,0
9,6,300,False,0,3861403,39368706,0,TT,j60,CP_DP,0,0,0,0
9,7,300,False,0,2727941,35337770,0,TT,j60,CP_DP,0,0,0,0
9,8,300,False,0,2855701,38401618,0,TT,j60,CP_DP,0,0,0,0
9,9,300,False,0,2512447,38457957,0,TT,j60,CP_DP,0,0,0,0
9,10,300,False,0,3772950,37973274,0,TT,j60,CP_DP,0,0,0,0
10,1,8.73348,True,85,194000,1616737,63,TT,j60,CP_DP,0,0,0,0
10,2,300,False,0,8503400,58204270,0,TT,j60,CP_DP,0,0,0,0
10,3,300,False,0,3173661,34408179,0,TT,j60,CP_DP,0,0,0,0
10,4,300,False,0,4703566,41687285,0,TT,j60,CP_DP,0,0,0,0
10,5,109.263,True,79,1531340,14975448,63,TT,j60,CP_DP,0,0,0,0
10,6,0.723019,True,67,11027,97755,63,TT,j60,CP_DP,0,0,0,0
10,7,300,False,0,4028255,37634379,0,TT,j60,CP_DP,0,0,0,0
10,8,300,False,0,3384262,39892279,0,TT,j60,CP_DP,0,0,0,0
10,9,300,False,0,3476003,40742760,0,TT,j60,CP_DP,0,0,0,0
10,10,300,False,0,3869559,41853800,0,TT,j60,CP_DP,0,0,0,0
11,1,50.4235,True,71,787085,7208556,63,TT,j60,CP_DP,0,0,0,0
11,2,89.2997,True,61,2606008,17949080,63,TT,j60,CP_DP,0,0,0,0
11,3,300,False,0,4920334,41348826,0,TT,j60,CP_DP,0,0,0,0
11,4,300,False,0,11859767,66339225,0,TT,j60,CP_DP,0,0,0,0
11,5,300,False,0,12480231,66486256,0,TT,j60,CP_DP,0,0,0,0
11,6,305.13,False,0,5327970,47663703,0,TT,j60,CP_DP,0,0,0,0
11,7,300,False,0,4630535,44610700,0,TT,j60,CP_DP,0,0,0,0
11,8,300,False,0,9395798,53196619,0,TT,j60,CP_DP,0,0,0,0
11,9,303.829,False,0,4370279,39409929,0,TT,j60,CP_DP,0,0,0,0
11,10,300,False,0,3355822,39647089,0,TT,j60,CP_DP,0,0,0,0
12,1,300,False,0,5179088,51870996,0,TT,j60,CP_DP,0,0,0,0
