group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
1,1,300,False,0,1007466,16053692,0,TT,j90,LBCS_DP,872030,3035980,284646,0
1,2,300,False,0,1045181,12712285,0,TT,j90,LBCS_DP,597758,3590870,115253,32
1,3,300,False,0,1190379,14504930,0,TT,j90,LBCS_DP,1024196,5162604,815677,0
1,4,300,False,0,1413750,17189018,0,TT,j90,LBCS_DP,1027143,5864990,130636,1
1,5,300,False,0,1641565,15709669,0,TT,j90,LBCS_DP,877498,5216784,1086871,0
1,6,300,False,0,1599336,15828488,0,TT,j90,LBCS_DP,2683201,5822182,512236,0
1,7,300,False,0,1652058,14823723,0,TT,j90,LBCS_DP,1373296,9872890,409731,33
1,8,300,False,0,1124276,15900839,0,TT,j90,LBCS_DP,1286848,2901994,92790,15
1,9,300,False,0,1037408,15415594,0,TT,j90,LBCS_DP,957406,4319038,704541,0
1,10,300,False,0,1513471,14746066,0,TT,j90,LBCS_DP,621325,6029428,507870,0
2,1,24.4689,True,96,459844,1355596,93,TT,j90,LBCS_DP,262379,2285623,44329,164
2,2,99.0857,True,114,2589753,6267273,93,TT,j90,LBCS_DP,549931,12802891,230875,877
2,3,300,False,0,5174082,22159989,0,TT,j90,LBCS_DP,2788742,34691117,827849,0
2,4,300,False,0,1558022,14180409,0,TT,j90,LBCS_DP,1417639,8896771,290732,0
2,5,300,False,0,1839074,14993093,0,TT,j90,LBCS_DP,1321464,10812903,122140,0
2,6,128.554,True,67,2244669,7770834,93,TT,j90,LBCS_DP,1115487,11347693,172755,1062
2,7,300,False,0,1360925,13526326,0,TT,j90,LBCS_DP,1279024,6706863,188644,0
2,8,24.4397,True,82,474349,1442775,93,TT,j90,LBCS_DP,252071,2011149,10586,0
2,9,216.794,True,79,985850,5852247,93,TT,j90,LBCS_DP,782863,3677290,74555,92
2,10,162.016,True,80,2210283,11776567,93,TT,j90,LBCS_DP,1136927,10119780,460303,592
3,1,300,False,0,7749019,20095460,0,TT,j90,LBCS_DP,3411171,68398086,965127,6065
3,2,300,False,0,4180988,15206973,0,TT,j90,LBCS_DP,1349374,55193185,272048,0
3,3,3.4562,True,71,43455,212630,93,TT,j90,LBCS_DP,42807,214412,2438,0
3,4,300,False,0,3341265,12845274,0,TT,j90,LBCS_DP,1746544,26293868,516593,0
3,5,300,False,0,2344729,15111798,0,TT,j90,LBCS_DP,2150942,18079238,37270,0
