group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
1,1,0.597596,True,43,21119,82949,33,TT,j30,CP_DP,7331,46512,1459,176
1,2,0.917252,True,47,47321,147146,33,TT,j30,CP_DP,25619,99440,23356,941
1,3,0.253192,True,47,18651,42231,33,TT,j30,CP_DP,5798,34803,6226,1729
1,4,11.318,True,62,427305,1144724,33,TT,j30,CP_DP,166328,942811,136052,925
1,5,7.70156,True,39,331900,771756,33,TT,j30,CP_DP,138509,788036,55947,2826
1,6,1.0306,True,48,74289,147345,33,TT,j30,CP_DP,28013,152221,17118,2204
1,7,0.00838108,True,60,282,787,33,TT,j30,CP_DP,134,736,0,0
1,8,0.0683398,True,53,4527,12570,33,TT,j30,CP_DP,4537,7314,1502,0
1,9,0.61191,True,49,25117,93461,33,TT,j30,CP_DP,9448,51636,6855,1355
1,10,0.502606,True,45,29722,81434,33,TT,j30,CP_DP,17574,74848,8467,452
2,1,0.120367,True,38,5877,21308,33,TT,j30,CP_DP,3168,10670,2976,0
2,2,0.374062,True,51,30197,58504,33,TT,j30,CP_DP,9256,102466,5861,1720
2,3,0.00456609,True,43,184,770,33,TT,j30,CP_DP,70,255,0,0
2,4,0.210724,True,43,12940,33626,33,TT,j30,CP_DP,6189,35898,1996,0
2,5,0.013007,True,51,989,2222,33,TT,j30,CP_DP,343,1698,0,64
2,6,0.0100252,True,47,783,1626,33,TT,j30,CP_DP,339,1767,7,0
2,7,0.00483262,True,47,262,701,33,TT,j30,CP_DP,140,504,5,0
2,8,1.10394,True,54,64853,165737,33,TT,j30,CP_DP,26126,154281,8833,10887
2,9,0.0929966,True,54,4404,14823,33,TT,j30,CP_DP,1333,8124,838,164
2,10,0.0819932,True,43,3637,13809,33,TT,j30,CP_DP,1828,7525,114,122
3,1,0.00109085,True,72,62,161,33,TT,j30,CP_DP,28,88,0,0
3,2,0.096399,True,40,6353,16188,33,TT,j30,CP_DP,4095,11466,870,0
3,3,0.00542433,True,57,255,889,33,TT,j30,CP_DP,160,232,9,3
3,4,0.0734886,True,98,7755,12990,33,TT,j30,CP_DP,4789,19868,1771,0
3,5,0.390409,True,53,28888,61379,33,TT,j30,CP_DP,8577,89061,6311,256
3,6,0.00427992,True,54,215,659,33,TT,j30,CP_DP,131,282,0,0
3,7,0.0233408,True,48,1353,3787,33,TT,j30,CP_DP,818,3326,126,0
3,8,0.00515303,True,54,363,855,33,TT,j30,CP_DP,58,687,2,0
3,9,0.875501,True,65,70034,125080,33,TT,j30,CP_DP,19508,209538,6230,1275
3,10,0.142229,True,59,13805,21814,33,TT,j30,CP_DP,4092,42453,683,0
4,1,0.00209217,True,49,109,312,33,TT,j30,CP_DP,31,88,0,0
4,2,0.0439563,True,60,4070,6781,33,TT,j30,CP_DP,1017,14501,250,0
4,3,0.00374265,True,47,265,598,33,TT,j30,CP_DP,100,520,0,0
4,4,0.00339306,True,57,183,512,33,TT,j30,CP_DP,53,316,1,0
4,5,0.0672774,True,59,2925,11562,33,TT,j30,CP_DP,1096,5092,248,0
4,6,0.00279126,True,45,178,414,33,TT,j30,CP_DP,118,209,0,0
4,7,0.00360414,True,56,180,562,33,TT,j30,CP_DP,44,233,5,0
4,8,0.00552876,True,55,476,886,33,TT,j30,CP_DP,144,1149,0,0
4,9,0.0268107,True,38,1214,4400,33,TT,j30,CP_DP,782,3730,472,6
4,10,0.0050504,True,48,414,808,33,TT,j30,CP_DP,73,1051,7,0
5,1,16.1984,True,53,255787,950879,33,TT,j30,CP_DP,100857,233422,29849,901
5,2,300,False,0,1865232,6290047,0,TT,j30,CP_DP,747590,2612339,545533,8653
5,3,300,False,0,2185299,6238641,0,TT,j30,CP_DP,718900,3819032,575210,24749
5,4,300,False,0,1642540,7206553,0,TT,j30,CP_DP,620030,2296430,263939,3057
5,5,65.5616,True,76,763295,2349395,33,TT,j30,CP_DP,304169,835238,342404,25049
5,6,33.8321,True,64,405304,1951913,33,TT,j30,CP_DP,189800,414841,112507,702
5,7,300,False,0,2547813,11388738,0,TT,j30,CP_DP,1748660,3549553,1336800,31974
5,8,300,False,0,1747683,6990903,0,TT,j30,CP_DP,766558,1354887,860197,60300
5,9,300,False,0,1053768,3501502,0,TT,j30,CP_DP,567862,799483,197218,14747
5,10,300,False,0,830720,2977746,0,TT,j30,CP_DP,304204,601313,242264,12649
6,1,2.72032,True,59,70622,249896,33,TT,j30,CP_DP,32943,86616,9531,392
6,2,5.96199,True,51,152315,635150,33,TT,j30,CP_DP,64906,171137,11499,5229
