group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned,dr4_pruned
1,1,0.0373027,True,43,5578,17468,33,TT2,j30,LBCS_DP,4919,1071,0,13612
1,2,0.0401945,True,47,8961,26238,33,TT2,j30,LBCS_DP,7064,2412,0,19861
1,3,0.0239092,True,47,3422,8866,33,TT2,j30,LBCS_DP,2468,425,0,3963
1,4,0.147507,True,62,27256,84733,33,TT2,j30,LBCS_DP,37745,4335,0,58511
1,5,0.135141,True,39,25642,87825,33,TT2,j30,LBCS_DP,41231,3594,0,32999
1,6,0.0130058,True,48,2257,6823,33,TT2,j30,LBCS_DP,2779,90,0,4369
1,7,0.000477403,True,60,62,184,33,TT2,j30,LBCS_DP,3,0,0,94
1,8,0.00159226,True,53,199,493,33,TT2,j30,LBCS_DP,7,0,0,323
1,9,0.042239,True,49,6117,20101,33,TT2,j30,LBCS_DP,7673,944,0,10214
1,10,0.0153848,True,45,3180,9208,33,TT2,j30,LBCS_DP,3390,437,0,4572
2,1,0.010206,True,38,736,2446,33,TT2,j30,LBCS_DP,829,50,0,1118
2,2,0.0721214,True,51,14603,42245,33,TT2,j30,LBCS_DP,15639,2289,0,19798
2,3,0.00191802,True,43,97,288,33,TT2,j30,LBCS_DP,8,0,0,109
2,4,0.198388,True,43,38223,127400,33,TT2,j30,LBCS_DP,38190,6,0,59096
2,5,0.00054617,True,51,33,117,33,TT2,j30,LBCS_DP,0,0,0,50
2,6,0.000873354,True,47,33,106,33,TT2,j30,LBCS_DP,0,0,0,46
2,7,0.000850143,True,47,34,100,33,TT2,j30,LBCS_DP,0,0,0,56
2,8,0.0422781,True,54,7761,22948,33,TT2,j30,LBCS_DP,7006,554,0,18238
2,9,0.0408293,True,54,8906,26209,33,TT2,j30,LBCS_DP,4980,1254,0,11117
2,10,0.0217853,True,43,3219,8179,33,TT2,j30,LBCS_DP,2044,929,0,5952
3,1,0.000286051,True,72,35,114,33,TT2,j30,LBCS_DP,0,0,0,31
3,2,0.0169009,True,40,3142,9554,33,TT2,j30,LBCS_DP,1894,35,0,6907
3,3,0.000483465,True,57,33,91,33,TT2,j30,LBCS_DP,0,0,0,56
3,4,0.000883765,True,98,45,97,33,TT2,j30,LBCS_DP,1,0,0,40
3,5,0.0229446,True,53,3050,9325,33,TT2,j30,LBCS_DP,3648,375,0,4240
3,6,0.000868766,True,54,36,101,33,TT2,j30,LBCS_DP,0,0,0,44
3,7,0.000739172,True,48,33,91,33,TT2,j30,LBCS_DP,0,0,0,77
