group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned,dr4_pruned
1,1,11.4343,True,77,1038283,3950132,63,TT2,j60,LBCC_DP,1102085,1408,0,3036562
1,2,302.264,False,0,19576236,83505209,0,TT2,j60,LBCC_DP,35674431,4279347,0,89972072
1,3,34.5435,True,68,1524962,9715925,63,TT2,j60,LBCC_DP,3001087,31,0,4391841
1,4,300,False,0,19284859,79479295,0,TT2,j60,LBCC_DP,42078994,3814810,0,67516883
1,5,300,False,0,16418140,79775662,0,TT2,j60,LBCC_DP,30285927,645725,0,73639672
1,6,300,False,0,15739362,77502749,0,TT2,j60,LBCC_DP,35649294,3192998,0,75105388
1,7,300,False,0,18609586,75145506,0,TT2,j60,LBCC_DP,29586688,5522747,0,89893979
1,8,88.4155,True,75,5689061,22012578,63,TT2,j60,LBCC_DP,9217678,1560592,0,17856580
1,9,300,False,0,21271608,98907991,0,TT2,j60,LBCC_DP,41596939,11219,0,99287337
1,10,300.018,False,0,20441310,115109075,0,TT2,j60,LBCC_DP,64335919,2708,0,63272903
2,1,0.0139235,True,65,1701,5538,63,TT2,j60,LBCC_DP,1129,0,0,4824
2,2,0.0115978,True,82,407,2232,63,TT2,j60,LBCC_DP,274,0,0,1805
2,3,300,False,0,12850902,82642956,0,TT2,j60,LBCC_DP,25562462,0,0,61907878
2,4,0.00160656,True,78,77,326,63,TT2,j60,LBCC_DP,0,0,0,220
2,5,300,False,0,16946070,100892267,0,TT2,j60,LBCC_DP,43159160,2645,0,76632361
2,6,300,False,0,16789077,86433179,0,TT2,j60,LBCC_DP,39457103,745,0,89033164
2,7,300,False,0,17173098,91301958,0,TT2,j60,LBCC_DP,26641214,0,0,105425699
2,8,0.0125565,True,66,168,900,63,TT2,j60,LBCC_DP,44,0,0,451
2,9,0.00447576,True,65,71,296,63,TT2,j60,LBCC_DP,0,0,0,316
2,10,38.0774,True,69,1885517,9931412,63,TT2,j60,LBCC_DP,3889032,228349,0,7859771
3,1,0.00246323,True,60,98,421,63,TT2,j60,LBCC_DP,20,0,0,291
3,2,0.00238416,True,69,185,680,63,TT2,j60,LBCC_DP,122,0,0,1115
3,3,300,False,0,21966409,117955238,0,TT2,j60,LBCC_DP,68073351,5862,0,38656275
3,4,0.00184598,True,81,63,284,63,TT2,j60,LBCC_DP,0,0,0,134
3,5,0.00172678,True,83,63,326,63,TT2,j60,LBCC_DP,0,0,0,140
3,6,0.616133,True,57,22856,147012,63,TT2,j60,LBCC_DP,35212,0,0,65749
3,7,300,False,0,22791663,117645471,0,TT2,j60,LBCC_DP,67065309,309,0,73144311
3,8,300,False,0,16533327,92913355,0,TT2,j60,LBCC_DP,37347682,0,0,74085489
3,9,300,False,0,22191886,118201286,0,TT2,j60,LBCC_DP,67888757,366,0,62301803
3,10,42.1886,True,69,2636200,12412680,63,TT2,j60,LBCC_DP,5064325,433607,0,8496884
4,1,0.00136668,True,84,63,217,63,TT2,j60,LBCC_DP,0,0,0,270
4,2,0.00170568,True,60,63,354,63,TT2,j60,LBCC_DP,0,0,0,187
4,3,0.00154528,True,58,63,355,63,TT2,j60,LBCC_DP,0,0,0,250
4,4,0.00531855,True,65,316,1329,63,TT2,j60,LBCC_DP,203,0,0,832
4,5,0.00133022,True,75,63,267,63,TT2,j60,LBCC_DP,0,0,0,205
4,6,0.00133143,True,71,65,321,63,TT2,j60,LBCC_DP,0,0,0,251
4,7,0.00128992,True,67,63,270,63,TT2,j60,LBCC_DP,0,0,0,219
4,8,0.001387,True,65,63,291,63,TT2,j60,LBCC_DP,0,0,0,197
4,9,0.00197267,True,75,87,461,63,TT2,j60,LBCC_DP,0,0,0,252
4,10,0.00118736,True,77,64,209,63,TT2,j60,LBCC_DP,0,0,0,179
5,1,300,False,0,10950109,54045693,0,TT2,j60,LBCC_DP,21922279,1437006,0,49082806
5,2,300,False,0,11565880,52016693,0,TT2,j60,LBCC_DP,22731600,1039501,0,38956088
5,3,300,False,0,11365477,55887611,0,TT2,j60,LBCC_DP,24831805,846658,0,49986161
5,4,300,False,0,9216980,46766542,0,TT2,j60,LBCC_DP,16654745,881553,0,41315018
5,5,300,False,0,13129367,49073614,0,TT2,j60,LBCC_DP,23658072,1651384,0,35869089
5,6,300,False,0,7471802,36668501,0,TT2,j60,LBCC_DP,10768240,967067,0,44372454
5,7,300,False,0,10293076,51783778,0,TT2,j60,LBCC_DP,17509774,847275,0,44430307
5,8,300,False,0,8689664,51179517,0,TT2,j60,LBCC_DP,17752222,192026,0,47226021
5,9,300,False,0,11119980,62657667,0,TT2,j60,LBCC_DP,17187525,68442,0,53462402
5,10,300,False,0,12192575,58258978,0,TT2,j60,LBCC_DP,21158849,89621,0,50295109
6,1,300,False,0,10085709,52172991,0,TT2,j60,LBCC_DP,19044607,1211,0,35473843
6,2,300,False,0,11150631,66385492,0,TT2,j60,LBCC_DP,29602709,210,0,45854229
6,3,300,False,0,10669764,63445107,0,TT2,j60,LBCC_DP,20973248,2596,0,30439566
6,4,300,False,0,7272214,53208405,0,TT2,j60,LBCC_DP,16233471,5097,0,23194421
6,5,0.309818,True,78,13126,66356,63,TT2,j60,LBCC_DP,17216,0,0,29590
6,6,300,False,0,5525478,44140037,0,TT2,j60,LBCC_DP,10658785,0,0,35544555
6,7,300,False,0,4608976,31147909,0,TT2,j60,LBCC_DP,8637950,0,0,17835260
6,8,0.0129919,True,72,443,1969,63,TT2,j60,LBCC_DP,108,0,0,1643
6,9,46.5404,True,64,1090973,7949697,63,TT2,j60,LBCC_DP,2526844,0,0,2993958
6,10,0.0592174,True,74,6313,21968,63,TT2,j60,LBCC_DP,5586,0,0,15082
7,1,0.00307936,True,77,95,510,63,TT2,j60,LBCC_DP,0,0,0,242
7,2,0.002761,True,85,83,433,63,TT2,j60,LBCC_DP,0,0,0,250
