group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned,dr4_pruned
17,5,38.9594,True,59,3406878,13542008,63,TT2,j60,LBCS_DP,6609336,648926,0,9693742
17,6,13.6165,True,69,1389535,5517103,63,TT2,j60,LBCS_DP,2289544,138311,0,5502895
17,7,1.41911,True,83,134459,568416,63,TT2,j60,LBCS_DP,160019,14559,0,429226
17,8,300,False,0,15432836,73208813,0,TT2,j60,LBCS_DP,44853316,1958561,0,42322333
17,9,26.3151,True,76,2464837,11308758,63,TT2,j60,LBCS_DP,5731339,14616,0,8844457
17,10,133.228,True,72,11450289,45681213,63,TT2,j60,LBCS_DP,21483706,3303844,0,35425247
18,1,199.606,True,81,17963126,84229182,63,TT2,j60,LBCS_DP,42877654,3079,0,52099224
18,2,0.149542,True,69,17792,70121,63,TT2,j60,LBCS_DP,13670,0,0,46112
18,3,0.0251343,True,77,1720,9438,63,TT2,j60,LBCS_DP,2376,0,0,4497
18,4,26.9438,True,71,2089871,11476918,63,TT2,j60,LBCS_DP,4946387,3,0,9077095
18,5,0.105404,True,80,13543,48452,63,TT2,j60,LBCS_DP,12344,2,0,28843
18,6,10.628,True,61,953149,4793044,63,TT2,j60,LBCS_DP,1635976,0,0,3765885
18,7,134.136,True,93,13925833,50183831,63,TT2,j60,LBCS_DP,22913020,1626961,0,46944761
18,8,0.318244,True,78,40559,162582,63,TT2,j60,LBCS_DP,54443,0,0,75441
18,9,0.00735454,True,69,324,1897,63,TT2,j60,LBCS_DP,78,0,0,739
18,10,0.106513,True,97,13493,53352,63,TT2,j60,LBCS_DP,13119,0,0,31192
19,1,0.320046,True,62,33427,141471,63,TT2,j60,LBCS_DP,28288,0,0,131595
19,2,0.000890553,True,83,63,270,63,TT2,j60,LBCS_DP,0,0,0,155
19,3,160.762,True,83,13106427,56647008,63,TT2,j60,LBCS_DP,32463417,1192077,0,38931468
19,4,0.000953524,True,67,66,303,63,TT2,j60,LBCS_DP,0,0,0,249
19,5,0.000928368,True,73,75,306,63,TT2,j60,LBCS_DP,0,0,0,203
19,6,21.2438,True,69,2392337,9463449,63,TT2,j60,LBCS_DP,3649461,405516,0,3777104
19,7,0.23182,True,60,22235,99403,63,TT2,j60,LBCS_DP,29079,0,0,73596
19,8,203.991,True,87,21089857,96625563,63,TT2,j60,LBCS_DP,51626840,1515922,0,59112551
19,9,0.454667,True,69,49217,185375,63,TT2,j60,LBCS_DP,50709,5481,0,159117
19,10,0.000794664,True,78,63,222,63,TT2,j60,LBCS_DP,0,0,0,164
20,1,0.00122477,True,60,84,381,63,TT2,j60,LBCS_DP,0,0,0,203
20,2,0.000792814,True,78,64,231,63,TT2,j60,LBCS_DP,0,0,0,151
20,3,0.17266,True,69,17953,81387,63,TT2,j60,LBCS_DP,29833,0,0,60357
20,4,0.000955828,True,86,63,326,63,TT2,j60,LBCS_DP,0,0,0,170
20,5,0.00080367,True,71,63,269,63,TT2,j60,LBCS_DP,0,0,0,173
20,6,0.00102228,True,97,83,379,63,TT2,j60,LBCS_DP,0,0,0,160
20,7,0.000728631,True,74,63,237,63,TT2,j60,LBCS_DP,0,0,0,147
20,8,0.00083834,True,65,63,263,63,TT2,j60,LBCS_DP,0,0,0,186
20,9,0.00307389,True,74,416,1509,63,TT2,j60,LBCS_DP,210,0,0,497
20,10,0.000868062,True,70,63,289,63,TT2,j60,LBCS_DP,0,0,0,194
21,1,6.83171,True,103,603861,2178012,63,TT2,j60,LBCS_DP,971574,66960,0,1397751
21,2,84.8233,True,108,5467678,22373387,63,TT2,j60,LBCS_DP,10325825,541233,0,13650574
21,3,300,False,0,15576030,65800753,0,TT2,j60,LBCS_DP,33232313,1305556,0,58345006
21,4,111.526,True,95,7805786,30121624,63,TT2,j60,LBCS_DP,15114953,813064,0,23809588
21,5,300,False,0,16751739,72002275,0,TT2,j60,LBCS_DP,33077979,2899818,0,55583638
21,6,37.8006,True,84,2481934,10776553,63,TT2,j60,LBCS_DP,5661538,263029,0,6615552
21,7,46.1806,True,103,3631705,13599998,63,TT2,j60,LBCS_DP,7502184,383640,0,10537770
21,8,45.7977,True,110,3615654,13904316,63,TT2,j60,LBCS_DP,7266857,379767,0,9685645
21,9,300,False,0,13483310,63300029,0,TT2,j60,LBCS_DP,27026628,1649682,0,55927821
21,10,161.47,True,80,10047493,36425947,63,TT2,j60,LBCS_DP,17332382,1306409,0,27943136
22,1,2.6028,True,64,220887,893035,63,TT2,j60,LBCS_DP,312482,59855,0,382504
22,2,0.00389596,True,83,166,938,63,TT2,j60,LBCS_DP,2,0,0,446
22,3,11.2936,True,70,726537,3420241,63,TT2,j60,LBCS_DP,957391,145,0,2077146
22,4,300,False,0,10645364,52496980,0,TT2,j60,LBCS_DP,20686465,1396533,0,33655656
22,5,1.09417,True,76,117316,482960,63,TT2,j60,LBCS_DP,167957,37,0,285723
22,6,24.167,True,79,2176508,9859877,63,TT2,j60,LBCS_DP,4993226,1972,0,5685617
22,7,300.656,False,0,11038844,63057544,0,TT2,j60,LBCS_DP,18473089,1764,0,42690271
22,8,1.51112,True,59,93656,481863,63,TT2,j60,LBCS_DP,116799,0,0,284309
22,9,0.00156667,True,65,89,425,63,TT2,j60,LBCS_DP,0,0,0,348
22,10,288.238,True,70,14245042,73837206,63,TT2,j60,LBCS_DP,29511750,11797,0,63950341
23,1,0.00108631,True,75,71,311,63,TT2,j60,LBCS_DP,2,0,0,193
23,2,0.181347,True,69,16940,82588,63,TT2,j60,LBCS_DP,23104,0,0,33005
23,3,0.00308973,True,78,168,866,63,TT2,j60,LBCS_DP,50,0,0,276
23,4,0.000716953,True,83,65,205,63,TT2,j60,LBCS_DP,0,0,0,127
23,5,0.00196426,True,72,88,480,63,TT2,j60,LBCS_DP,0,0,0,219
23,6,0.000844362,True,81,63,253,63,TT2,j60,LBCS_DP,0,0,0,150
23,7,3.91932,True,60,347591,1501189,63,TT2,j60,LBCS_DP,418577,86,0,1001904
23,8,0.000934262,True,72,71,281,63,TT2,j60,LBCS_DP,0,0,0,212
23,9,0.00371216,True,64,345,1528,63,TT2,j60,LBCS_DP,156,0,0,1319
23,10,0.00142772,True,68,86,346,63,TT2,j60,LBCS_DP,2,0,0,237
24,1,0.000957905,True,65,78,280,63,TT2,j60,LBCS_DP,0,0,0,216
24,2,0.00111969,True,55,65,300,63,TT2,j60,LBCS_DP,0,0,0,177
24,3,0.0056143,True,67,771,2329,63,TT2,j60,LBCS_DP,235,0,0,1749
24,4,0.00107442,True,78,63,293,63,TT2,j60,LBCS_DP,0,0,0,100
24,5,0.000998674,True,76,65,302,63,TT2,j60,LBCS_DP,0,0,0,160
24,6,0.00101658,True,75,66,275,63,TT2,j60,LBCS_DP,0,0,0,219
24,7,0.0018584,True,68,188,658,63,TT2,j60,LBCS_DP,21,0,0,263
24,8,0.000816534,True,81,66,238,63,TT2,j60,LBCS_DP,1,0,0,160
24,9,0.0036255,True,80,397,1523,63,TT2,j60,LBCS_DP,120,0,0,1226
24,10,0.00107303,True,66,68,329,63,TT2,j60,LBCS_DP,0,0,0,178
25,1,300,False,0,16605742,69553038,0,TT2,j60,LBCS_DP,24832677,1315987,0,50038560
25,2,300,False,0,5552692,36106810,0,TT2,j60,LBCS_DP,15204579,537442,0,10996067
25,3,300,False,0,11066212,56002916,0,TT2,j60,LBCS_DP,25388051,1153736,0,27028137
25,4,302.513,False,0,10841401,58553894,0,TT2,j60,LBCS_DP,21925016,878932,0,30776031
25,5,300,False,0,17138653,71714356,0,TT2,j60,LBCS_DP,32179204,1685211,0,47471165
25,6,300,False,0,10652085,49538517,0,TT2,j60,LBCS_DP,19165605,1033590,0,26176829
25,7,300,False,0,13166979,65163270,0,TT2,j60,LBCS_DP,28077075,1342869,0,24384004
25,8,300,False,0,10110219,53647730,0,TT2,j60,LBCS_DP,17379086,933329,0,26123043
25,9,300,False,0,16754540,69620280,0,TT2,j60,LBCS_DP,34238554,1680557,0,44120000
25,10,300,False,0,8803175,47931736,0,TT2,j60,LBCS_DP,18396555,798972,0,16744320
26,1,0.00181563,True,80,108,511,63,TT2,j60,LBCS_DP,0,0,0,299
26,2,6.5005,True,66,495744,1932491,63,TT2,j60,LBCS_DP,607054,69172,0,1353808
26,3,300,False,0,12833094,64074073,0,TT2,j60,LBCS_DP,24568353,21785,0,40897844
26,4,300,False,0,8448308,49098189,0,TT2,j60,LBCS_DP,13421512,8282,0,20546369
26,5,9.80791,True,61,410189,2404159,63,TT2,j60,LBCS_DP,450625,0,0,1110671
26,6,300,False,0,14655263,66299168,0,TT2,j60,LBCS_DP,24571594,3637987,0,35289527
26,7,0.00153042,True,72,110,472,63,TT2,j60,LBCS_DP,0,0,0,191
26,8,0.00916462,True,89,623,2948,63,TT2,j60,LBCS_DP,202,0,0,754
26,9,300,False,0,5493337,42537334,0,TT2,j60,LBCS_DP,12545215,0,0,11882998
26,10,3.77449,True,85,221932,1020685,63,TT2,j60,LBCS_DP,222477,4,0,539303
27,1,0.00103823,True,96,67,275,63,TT2,j60,LBCS_DP,0,0,0,136
27,2,0.0404303,True,74,3135,12003,63,TT2,j60,LBCS_DP,2895,0,0,10283
27,3,0.0497231,True,76,4538,19381,63,TT2,j60,LBCS_DP,4798,0,0,8854
27,4,0.0880063,True,60,8499,37335,63,TT2,j60,LBCS_DP,7771,0,0,24784
27,5,0.00996137,True,78,618,3046,63,TT2,j60,LBCS_DP,177,0,0,883
27,6,0.00246334,True,64,104,690,63,TT2,j60,LBCS_DP,0,0,0,188
27,7,0.00144414,True,83,136,488,63,TT2,j60,LBCS_DP,21,0,0,371
27,8,0.000833068,True,88,63,226,63,TT2,j60,LBCS_DP,0,0,0,169
27,9,0.00178796,True,76,102,467,63,TT2,j60,LBCS_DP,13,0,0,278
27,10,0.309112,True,57,18364,101262,63,TT2,j60,LBCS_DP,25726,0,0,61589
28,1,0.000906112,True,92,63,264,63,TT2,j60,LBCS_DP,0,0,0,133
28,2,0.000930188,True,64,66,269,63,TT2,j60,LBCS_DP,0,0,0,232
28,3,0.0009747,True,72,65,274,63,TT2,j60,LBCS_DP,0,0,0,114
28,4,0.000769947,True,84,63,221,63,TT2,j60,LBCS_DP,0,0,0,170
28,5,0.000832468,True,71,63,238,63,TT2,j60,LBCS_DP,0,0,0,226
28,6,0.000817674,True,89,63,207,63,TT2,j60,LBCS_DP,0,0,0,148
28,7,0.000780042,True,75,63,228,63,TT2,j60,LBCS_DP,0,0,0,198
28,8,0.00299682,True,62,275,1200,63,TT2,j60,LBCS_DP,94,0,0,546
28,9,0.000909582,True,74,63,257,63,TT2,j60,LBCS_DP,0,0,0,155
28,10,0.0012893,True,74,63,349,63,TT2,j60,LBCS_DP,0,0,0,142
29,1,300,False,0,10544300,58057533,0,TT2,j60,LBCS_DP,16402131,296831,0,27257038
29,2,300,False,0,12661641,66597628,0,TT2,j60,LBCS_DP,22385112,837951,0,28544367
29,3,300,False,0,8713931,58051441,0,TT2,j60,LBCS_DP,15984908,276457,0,22062132
29,4,300,False,0,11211486,64670154,0,TT2,j60,LBCS_DP,19177001,746037,0,25342826
29,5,300,False,0,9509147,54323093,0,TT2,j60,LBCS_DP,21523657,843522,0,18246562
29,6,300,False,0,9561117,61869007,0,TT2,j60,LBCS_DP,21130178,597371,0,12639140
29,7,300,False,0,12427321,61610954,0,TT2,j60,LBCS_DP,21710037,739860,0,21338891
29,8,300,False,0,7898672,49361472,0,TT2,j60,LBCS_DP,11154753,287281,0,27230677
29,9,300,False,0,10642889,56229915,0,TT2,j60,LBCS_DP,19351552,1048035,0,23460555
29,10,300,False,0,7774213,54836233,0,TT2,j60,LBCS_DP,12907377,193127,0,16918128
30,1,13.1037,True,70,505131,2669332,63,TT2,j60,LBCS_DP,364642,83,0,1287543
30,2,300.001,False,0,2909593,18040443,0,TT2,j60,LBCS_DP,3395239,0,0,8178724
30,3,300,False,0,6907187,33555820,0,TT2,j60,LBCS_DP,9213155,2206261,0,13204589
30,4,0.00103127,True,76,63,244,63,TT2,j60,LBCS_DP,0,0,0,214
30,5,300,False,0,6140757,35407015,0,TT2,j60,LBCS_DP,9089339,1553,0,23395617
30,6,0.0090187,True,68,394,2457,63,TT2,j60,LBCS_DP,8,0,0,1106
30,7,300,False,0,6180899,27087810,0,TT2,j60,LBCS_DP,10936067,1305732,0,14615774
