group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
1,1,300,False,0,15859395,151948939,0,TT2,j60,LBMAX_DP,51586996,478,0
1,2,300,False,0,10707964,128290124,0,TT2,j60,LBMAX_DP,47054495,396,0
1,3,300,False,0,14108783,147659030,0,TT2,j60,LBMAX_DP,52030480,1375,0
1,4,300,False,0,15706164,156885661,0,TT2,j60,LBMAX_DP,70377552,16,0
1,5,300,False,0,16445383,136549439,0,TT2,j60,LBMAX_DP,48854805,2851567,0
1,6,300,False,0,9544351,130302383,0,TT2,j60,LBMAX_DP,34028945,0,0
1,7,300,False,0,11937015,154039518,0,TT2,j60,LBMAX_DP,46625409,0,0
1,8,281.846,True,75,20522751,139830191,63,TT2,j60,LBMAX_DP,51312124,6696356,0
1,9,300,False,0,13873246,165434309,0,TT2,j60,LBMAX_DP,51813358,5643,0
1,10,300,False,0,10221472,135238240,0,TT2,j60,LBMAX_DP,37520157,0,0
2,1,3.86799,True,65,360352,2318120,63,TT2,j60,LBMAX_DP,665455,72,0
2,2,2.68671,True,82,245517,1638055,63,TT2,j60,LBMAX_DP,507122,0,0
2,3,300,False,0,9317796,113391629,0,TT2,j60,LBMAX_DP,38233784,0,0
2,4,13.2725,True,78,825084,7234682,63,TT2,j60,LBMAX_DP,2367871,1209,0
2,5,300,False,0,13953194,153882931,0,TT2,j60,LBMAX_DP,60696815,0,0
2,6,300,False,0,13534164,151449808,0,TT2,j60,LBMAX_DP,47884580,225,0
2,7,300,False,0,8965856,112822216,0,TT2,j60,LBMAX_DP,37962015,0,0
2,8,300,False,0,10627524,103294568,0,TT2,j60,LBMAX_DP,44298002,74,0
2,9,0.00577708,True,65,256,2611,63,TT2,j60,LBMAX_DP,140,0,0
2,10,78.0485,True,69,3483289,33114457,63,TT2,j60,LBMAX_DP,10966262,485735,0
3,1,0.00432916,True,60,224,1835,63,TT2,j60,LBMAX_DP,98,0,0
3,2,0.00423313,True,69,227,1583,63,TT2,j60,LBMAX_DP,81,0,0
3,3,300,False,0,13472031,128619982,0,TT2,j60,LBMAX_DP,58237518,50,0
3,4,0.000991224,True,81,63,430,63,TT2,j60,LBMAX_DP,0,0,0
3,5,0.429497,True,83,32674,234766,63,TT2,j60,LBMAX_DP,49792,0,0
3,6,0.538864,True,57,28322,262497,63,TT2,j60,LBMAX_DP,58775,0,0
3,7,300.619,False,0,11561852,127510179,0,TT2,j60,LBMAX_DP,54920380,0,0
3,8,300,False,0,11812406,140635200,0,TT2,j60,LBMAX_DP,39363173,0,0
3,9,300,False,0,21244031,155065676,0,TT2,j60,LBMAX_DP,79603058,1443,0
3,10,300,False,0,15639205,165646150,0,TT2,j60,LBMAX_DP,52246065,92,0
4,1,0.0013785,True,84,63,582,63,TT2,j60,LBMAX_DP,0,0,0
4,2,0.00134013,True,60,65,547,63,TT2,j60,LBMAX_DP,0,0,0
4,3,0.001442,True,58,63,628,63,TT2,j60,LBMAX_DP,0,0,0
4,4,0.00995748,True,65,595,4935,63,TT2,j60,LBMAX_DP,626,0,0
4,5,1.24522,True,75,109204,749724,63,TT2,j60,LBMAX_DP,256870,0,0
4,6,0.00180998,True,71,93,805,63,TT2,j60,LBMAX_DP,9,0,0
4,7,0.00142269,True,67,67,641,63,TT2,j60,LBMAX_DP,0,0,0
4,8,238.974,True,65,13141472,138904612,63,TT2,j60,LBMAX_DP,61699339,0,0
