group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned,dr4_pruned
1,1,300,False,0,8804619,69267081,0,TT2,j90,LBCS_DP,14515155,0,0,95100446
1,2,300,False,0,8318955,63085720,0,TT2,j90,LBCS_DP,22353464,0,0,65390720
1,3,300,False,0,11529574,82599194,0,TT2,j90,LBCS_DP,32838079,0,0,106225853
1,4,300,False,0,9209138,70931934,0,TT2,j90,LBCS_DP,20003149,0,0,77883979
1,5,300,False,0,17242452,96853229,0,TT2,j90,LBCS_DP,37760397,0,0,164521520
1,6,300,False,0,5981826,55610268,0,TT2,j90,LBCS_DP,12172494,0,0,44474586
1,7,300,False,0,17328777,91997458,0,TT2,j90,LBCS_DP,36545645,0,0,179140666
1,8,300,False,0,11305523,75378502,0,TT2,j90,LBCS_DP,22903126,54,0,111391826
1,9,300,False,0,14317476,98671291,0,TT2,j90,LBCS_DP,41686143,0,0,118594682
1,10,300,False,0,11572482,82639226,0,TT2,j90,LBCS_DP,26808180,5,0,73506368
2,1,3.73114,True,96,85888,878663,93,TT2,j90,LBCS_DP,211203,0,0,480111
2,2,0.010598,True,114,327,2102,93,TT2,j90,LBCS_DP,162,0,0,1550
2,3,300,False,0,10069151,87962637,0,TT2,j90,LBCS_DP,32299253,0,0,61577919
2,4,93.5961,True,70,6011147,36580363,93,TT2,j90,LBCS_DP,13838479,0,0,31443947
2,5,0.0604391,True,100,7897,27079,93,TT2,j90,LBCS_DP,9039,0,0,21073
2,6,0.0230085,True,67,2886,10029,93,TT2,j90,LBCS_DP,1789,0,0,4872
2,7,0.0050994,True,92,253,1732,93,TT2,j90,LBCS_DP,0,0,0,824
2,8,6.48992,True,82,225683,1520766,93,TT2,j90,LBCS_DP,499835,0,0,2166201
2,9,135.555,True,79,5828465,32815287,93,TT2,j90,LBCS_DP,11880533,740,0,17453857
2,10,10.14,True,80,274773,2126385,93,TT2,j90,LBCS_DP,371636,0,0,2306501
3,1,0.00183261,True,81,107,528,93,TT2,j90,LBCS_DP,1,0,0,460
3,2,200.567,True,84,6383010,57203844,93,TT2,j90,LBCS_DP,23624343,0,0,21930757
3,3,0.0728123,True,71,2659,20281,93,TT2,j90,LBCS_DP,3993,0,0,9847
3,4,0.00152329,True,104,101,465,93,TT2,j90,LBCS_DP,0,0,0,412
3,5,0.00682347,True,75,229,1779,93,TT2,j90,LBCS_DP,0,0,0,937
3,6,44.3965,True,68,1842640,15052659,93,TT2,j90,LBCS_DP,7034754,0,0,10727899
3,7,0.00168962,True,87,95,502,93,TT2,j90,LBCS_DP,0,0,0,424
3,8,300,False,0,15984390,97623811,0,TT2,j90,LBCS_DP,48091053,0,0,130063871
3,9,0.00207521,True,61,101,665,93,TT2,j90,LBCS_DP,0,0,0,684
3,10,300,False,0,11220520,83405649,0,TT2,j90,LBCS_DP,36875898,0,0,78758432
4,1,0.00165372,True,93,93,462,93,TT2,j90,LBCS_DP,0,0,0,485
4,2,0.0168695,True,89,955,5285,93,TT2,j90,LBCS_DP,823,0,0,3062
4,3,0.0327346,True,67,1322,8814,93,TT2,j90,LBCS_DP,783,0,0,9735
4,4,0.00162725,True,92,93,465,93,TT2,j90,LBCS_DP,0,0,0,499
4,5,0.00162473,True,88,93,523,93,TT2,j90,LBCS_DP,0,0,0,451
4,6,0.00175234,True,78,93,535,93,TT2,j90,LBCS_DP,0,0,0,590
4,7,0.00169756,True,80,93,560,93,TT2,j90,LBCS_DP,0,0,0,539
4,8,0.00199492,True,69,93,612,93,TT2,j90,LBCS_DP,0,0,0,547
4,9,0.0018073,True,79,101,503,93,TT2,j90,LBCS_DP,0,0,0,588
4,10,0.00218378,True,68,93,714,93,TT2,j90,LBCS_DP,0,0,0,460
5,1,300,False,0,7719025,64993914,0,TT2,j90,LBCS_DP,12832841,0,0,70670166
5,2,302.884,False,0,6982260,50679545,0,TT2,j90,LBCS_DP,13495175,0,0,56697630
5,3,300,False,0,9410939,66606895,0,TT2,j90,LBCS_DP,11406998,8,0,75359946
5,4,300,False,0,6378029,53006984,0,TT2,j90,LBCS_DP,11171200,5803,0,55465322
5,5,300,False,0,7926904,58570962,0,TT2,j90,LBCS_DP,13044703,546,0,54784691
5,6,300,False,0,5944277,51882772,0,TT2,j90,LBCS_DP,12871497,130855,0,49547941
5,7,300,False,0,10099947,70144715,0,TT2,j90,LBCS_DP,16078184,30,0,53653781
5,8,300,False,0,7368282,54256898,0,TT2,j90,LBCS_DP,11880566,4399,0,54895699
5,9,300,False,0,8487470,52365660,0,TT2,j90,LBCS_DP,13536509,557494,0,57681939
5,10,300,False,0,6606921,55480931,0,TT2,j90,LBCS_DP,11786124,0,0,46068729
6,1,6.64597,True,82,322545,1719611,93,TT2,j90,LBCS_DP,480372,0,0,608764
6,2,0.0045315,True,86,147,853,93,TT2,j90,LBCS_DP,0,0,0,1006
6,3,300,False,0,4890582,41880538,0,TT2,j90,LBCS_DP,12159913,0,0,27135466
6,4,0.0298642,True,80,668,5632,93,TT2,j90,LBCS_DP,34,0,0,5322
6,5,300,False,0,5516860,45300982,0,TT2,j90,LBCS_DP,10597540,0,0,33238171
6,6,0.225761,True,98,23323,86838,93,TT2,j90,LBCS_DP,26752,21,0,30139
6,7,0.0578526,True,71,1537,11836,93,TT2,j90,LBCS_DP,792,0,0,7435
6,8,300,False,0,7257743,64979779,0,TT2,j90,LBCS_DP,13414174,0,0,30578705
6,9,300,False,0,7370431,49149192,0,TT2,j90,LBCS_DP,13609874,0,0,41148221
6,10,0.491429,True,94,9715,99685,93,TT2,j90,LBCS_DP,17909,0,0,43049
7,1,0.00232831,True,88,112,547,93,TT2,j90,LBCS_DP,0,0,0,668
7,2,0.00274114,True,77,95,643,93,TT2,j90,LBCS_DP,0,0,0,582
7,3,300,False,0,10169492,62147690,0,TT2,j90,LBCS_DP,25367388,0,0,48174825
7,4,0.00172881,True,86,93,486,93,TT2,j90,LBCS_DP,0,0,0,510
7,5,0.0029594,True,79,119,707,93,TT2,j90,LBCS_DP,0,0,0,622
7,6,0.0100242,True,90,388,2840,93,TT2,j90,LBCS_DP,0,0,0,2253
7,7,0.00190365,True,90,93,548,93,TT2,j90,LBCS_DP,0,0,0,457
7,8,300,False,0,2999614,29075745,0,TT2,j90,LBCS_DP,6527715,0,0,12327035
7,9,0.15442,True,83,6062,32404,93,TT2,j90,LBCS_DP,3257,0,0,63053
7,10,0.00331747,True,98,116,903,93,TT2,j90,LBCS_DP,13,0,0,489
8,1,0.00212168,True,96,93,572,93,TT2,j90,LBCS_DP,0,0,0,470
8,2,0.00217921,True,78,121,628,93,TT2,j90,LBCS_DP,0,0,0,507
8,3,0.00158412,True,70,93,468,93,TT2,j90,LBCS_DP,0,0,0,614
8,4,0.0016788,True,77,93,468,93,TT2,j90,LBCS_DP,0,0,0,524
8,5,0.00249575,True,63,95,632,93,TT2,j90,LBCS_DP,0,0,0,534
8,6,0.00242311,True,70,103,626,93,TT2,j90,LBCS_DP,0,0,0,804
