group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned,dr4_pruned
1,1,0.0334687,True,43,5603,17523,33,TT2,j30,LBMAX_DP,4919,1071,0,13625
1,2,0.0381458,True,47,8961,26238,33,TT2,j30,LBMAX_DP,7064,2412,0,19861
1,3,0.0211123,True,47,3343,8511,33,TT2,j30,LBMAX_DP,2395,472,0,3881
1,4,0.158245,True,62,33366,101465,33,TT2,j30,LBMAX_DP,45305,5339,0,65319
1,5,0.119498,True,39,25692,87881,33,TT2,j30,LBMAX_DP,41556,3741,0,32447
1,6,0.0139889,True,48,2992,8990,33,TT2,j30,LBMAX_DP,3969,125,0,5112
1,7,0.000375988,True,60,62,184,33,TT2,j30,LBMAX_DP,3,0,0,94
1,8,0.00138206,True,53,204,498,33,TT2,j30,LBMAX_DP,7,0,0,323
1,9,0.0368758,True,49,6117,20101,33,TT2,j30,LBMAX_DP,7673,944,0,10214
1,10,0.0170025,True,45,3789,10818,33,TT2,j30,LBMAX_DP,3775,578,0,5301
2,1,0.00930305,True,38,786,2593,33,TT2,j30,LBMAX_DP,879,50,0,1144
2,2,0.0740415,True,51,16895,48502,33,TT2,j30,LBMAX_DP,17561,2352,0,22235
2,3,0.00162663,True,43,97,288,33,TT2,j30,LBMAX_DP,8,0,0,109
2,4,0.196598,True,43,41201,138859,33,TT2,j30,LBMAX_DP,41525,7,0,63597
2,5,0.000434568,True,51,33,117,33,TT2,j30,LBMAX_DP,0,0,0,50
2,6,0.00071586,True,47,33,106,33,TT2,j30,LBMAX_DP,0,0,0,46
2,7,0.000703666,True,47,34,100,33,TT2,j30,LBMAX_DP,0,0,0,56
2,8,0.0380303,True,54,7761,22948,33,TT2,j30,LBMAX_DP,7006,554,0,18238
2,9,0.0378893,True,54,8906,26209,33,TT2,j30,LBMAX_DP,4980,1254,0,11117
2,10,0.0199014,True,43,3219,8179,33,TT2,j30,LBMAX_DP,2044,929,0,5952
3,1,0.000236752,True,72,35,114,33,TT2,j30,LBMAX_DP,0,0,0,31
3,2,0.032972,True,40,7844,22681,33,TT2,j30,LBMAX_DP,3627,19,0,15015
3,3,0.000250848,True,57,33,91,33,TT2,j30,LBMAX_DP,0,0,0,56
3,4,0.000464805,True,98,45,97,33,TT2,j30,LBMAX_DP,1,0,0,40
3,5,0.0210497,True,53,3104,9452,33,TT2,j30,LBMAX_DP,3718,378,0,4256
3,6,0.000705704,True,54,36,101,33,TT2,j30,LBMAX_DP,0,0,0,44
3,7,0.000646932,True,48,33,91,33,TT2,j30,LBMAX_DP,0,0,0,77
3,8,0.000664961,True,54,33,91,33,TT2,j30,LBMAX_DP,0,0,0,53
3,9,0.0617016,True,65,14883,41096,33,TT2,j30,LBMAX_DP,15640,1053,0,26463
3,10,0.1507,True,59,35248,117543,33,TT2,j30,LBMAX_DP,42555,1479,0,45602
4,1,0.000379687,True,49,33,100,33,TT2,j30,LBMAX_DP,0,0,0,42
4,2,0.000975618,True,60,77,173,33,TT2,j30,LBMAX_DP,0,0,0,76
4,3,0.0246111,True,47,2433,9456,33,TT2,j30,LBMAX_DP,1191,0,0,4345
4,4,0.00035725,True,57,33,74,33,TT2,j30,LBMAX_DP,0,0,0,54
4,5,0.000690116,True,59,33,98,33,TT2,j30,LBMAX_DP,0,0,0,43
4,6,0.000660877,True,45,37,95,33,TT2,j30,LBMAX_DP,0,0,0,48
4,7,0.000866702,True,56,33,128,33,TT2,j30,LBMAX_DP,0,0,0,30
4,8,0.000680802,True,55,33,98,33,TT2,j30,LBMAX_DP,0,0,0,38
4,9,0.00482812,True,38,439,1078,33,TT2,j30,LBMAX_DP,109,0,0,627
4,10,0.000641639,True,48,33,92,33,TT2,j30,LBMAX_DP,0,0,0,52
5,1,0.104775,True,53,16281,54223,33,TT2,j30,LBMAX_DP,17683,1704,0,20495
5,2,0.0650477,True,82,13052,36606,33,TT2,j30,LBMAX_DP,13929,1129,0,20630
5,3,0.0601284,True,76,13998,39767,33,TT2,j30,LBMAX_DP,16983,1427,0,21420
5,4,1.39153,True,63,177930,660264,33,TT2,j30,LBMAX_DP,319079,16489,0,326438
