group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
1,1,300,False,0,3108603,65389945,0,TT2,j90,LBCS_DP,13589937,0,0
1,2,300,False,0,4161022,66861553,0,TT2,j90,LBCS_DP,18258419,0,0
1,3,300,False,0,5090990,83323278,0,TT2,j90,LBCS_DP,22602737,0,0
1,4,300,False,0,4631041,75631255,0,TT2,j90,LBCS_DP,19166920,0,0
1,5,300,False,0,4417052,71759979,0,TT2,j90,LBCS_DP,21386512,0,0
1,6,300,False,0,3769028,64815921,0,TT2,j90,LBCS_DP,16593050,0,0
1,7,300,False,0,7122403,119000422,0,TT2,j90,LBCS_DP,27920739,0,0
1,8,300,False,0,4535519,83790440,0,TT2,j90,LBCS_DP,16131988,84,0
1,9,300,False,0,4952342,95565518,0,TT2,j90,LBCS_DP,43292192,0,0
1,10,300,False,0,7549349,104763344,0,TT2,j90,LBCS_DP,32066817,0,0
2,1,0.597126,True,96,24700,201725,93,TT2,j90,LBCS_DP,42485,0,0
2,2,3.1736,True,114,53527,764042,93,TT2,j90,LBCS_DP,5332,0,0
2,3,300,False,0,3766342,64298118,0,TT2,j90,LBCS_DP,16226550,0,0
2,4,300,False,0,4277445,74115892,0,TT2,j90,LBCS_DP,25464403,0,0
2,5,0.394518,True,100,6607,99966,93,TT2,j90,LBCS_DP,7936,0,0
2,6,300,False,0,9714214,116413915,0,TT2,j90,LBCS_DP,48820466,0,0
2,7,44.1919,True,92,516953,9729521,93,TT2,j90,LBCS_DP,2712014,0,0
2,8,0.218686,True,82,2937,56543,93,TT2,j90,LBCS_DP,2772,0,0
2,9,300,False,0,7462093,103739537,0,TT2,j90,LBCS_DP,36355487,0,0
2,10,300,False,0,2667415,50181839,0,TT2,j90,LBCS_DP,12504203,0,0
3,1,300,False,0,11508663,103820957,0,TT2,j90,LBCS_DP,41294584,94,0
3,2,300,False,0,5661254,77701783,0,TT2,j90,LBCS_DP,26464325,0,0
3,3,148.339,True,71,4649822,47934042,93,TT2,j90,LBCS_DP,19696457,0,0
3,4,0.00512407,True,104,114,1250,93,TT2,j90,LBCS_DP,1,0,0
3,5,153.33,True,75,2692443,43008234,93,TT2,j90,LBCS_DP,13615838,0,0
3,6,14.202,True,68,301155,4143047,93,TT2,j90,LBCS_DP,1164417,0,0
3,7,300,False,0,4297868,81401857,0,TT2,j90,LBCS_DP,17999798,0,0
3,8,300,False,0,5188723,79232200,0,TT2,j90,LBCS_DP,27573910,0,0
3,9,300,False,0,3404081,62219399,0,TT2,j90,LBCS_DP,21184250,0,0
3,10,300,False,0,3653722,65665304,0,TT2,j90,LBCS_DP,17558351,0,0
4,1,0.00576175,True,93,99,1414,93,TT2,j90,LBCS_DP,0,0,0
4,2,300,False,0,7625864,104908299,0,TT2,j90,LBCS_DP,40309374,0,0
4,3,0.00728523,True,67,141,1492,93,TT2,j90,LBCS_DP,9,0,0
4,4,300,False,0,12261613,122086597,0,TT2,j90,LBCS_DP,60286147,0,0
4,5,2.26089,True,88,27779,463643,93,TT2,j90,LBCS_DP,77924,0,0
4,6,0.0316986,True,78,641,7883,93,TT2,j90,LBCS_DP,0,0,0
4,7,0.0218625,True,80,706,6989,93,TT2,j90,LBCS_DP,192,0,0
4,8,0.00555604,True,69,93,1254,93,TT2,j90,LBCS_DP,0,0,0
4,9,1.60533,True,79,28346,393721,93,TT2,j90,LBCS_DP,76297,0,0
4,10,0.00523207,True,68,93,1177,93,TT2,j90,LBCS_DP,0,0,0
5,1,300,False,0,2814280,48959029,0,TT2,j90,LBCS_DP,7037878,0,0
5,2,300,False,0,4223204,66794648,0,TT2,j90,LBCS_DP,18872755,50,0
5,3,300,False,0,4562087,72807768,0,TT2,j90,LBCS_DP,16283532,8,0
5,4,302.666,False,0,3486475,58691769,0,TT2,j90,LBCS_DP,11884093,1831,0
5,5,300,False,0,4297185,59584844,0,TT2,j90,LBCS_DP,13873829,2069,0
5,6,300,False,0,2730112,47115879,0,TT2,j90,LBCS_DP,10573288,75538,0
5,7,300,False,0,5832086,71210460,0,TT2,j90,LBCS_DP,15934460,62,0
5,8,300,False,0,3948431,57756812,0,TT2,j90,LBCS_DP,18967373,12522,0
5,9,302.592,False,0,4031729,57809802,0,TT2,j90,LBCS_DP,12947026,10855,0
5,10,300,False,0,3807875,60224007,0,TT2,j90,LBCS_DP,14543042,0,0
6,1,300,False,0,3690392,56548138,0,TT2,j90,LBCS_DP,13369828,0,0
6,2,300,False,0,3392360,53627141,0,TT2,j90,LBCS_DP,17644012,0,0
6,3,300,False,0,3406506,57783337,0,TT2,j90,LBCS_DP,16217121,0,0
6,4,27.9521,True,80,1124549,9909188,93,TT2,j90,LBCS_DP,4460425,0,0
6,5,300,False,0,2479207,52246037,0,TT2,j90,LBCS_DP,6698485,0,0
6,6,300,False,0,9523385,73358181,0,TT2,j90,LBCS_DP,33232017,2504,0
6,7,300,False,0,5269160,55932301,0,TT2,j90,LBCS_DP,25281292,0,0
6,8,300,False,0,3138273,65321914,0,TT2,j90,LBCS_DP,15828432,0,0
6,9,300,False,0,3780442,66692158,0,TT2,j90,LBCS_DP,19013376,0,0
6,10,300,False,0,2257994,42085314,0,TT2,j90,LBCS_DP,8944552,0,0
7,1,0.0353654,True,88,325,5536,93,TT2,j90,LBCS_DP,280,0,0
7,2,0.525651,True,77,8367,119123,93,TT2,j90,LBCS_DP,22864,0,0
7,3,300,False,0,4687978,67221207,0,TT2,j90,LBCS_DP,26037805,0,0
7,4,300,False,0,6756237,82902767,0,TT2,j90,LBCS_DP,30029918,0,0
7,5,300,False,0,6215954,78944446,0,TT2,j90,LBCS_DP,23082502,15,0
7,6,0.277116,True,90,12699,93920,93,TT2,j90,LBCS_DP,18028,0,0
7,7,0.0135721,True,90,173,2355,93,TT2,j90,LBCS_DP,0,0,0
7,8,300,False,0,3461044,50898630,0,TT2,j90,LBCS_DP,14881399,0,0
7,9,300,False,0,3854355,62819834,0,TT2,j90,LBCS_DP,19297956,0,0
7,10,8.5144,True,98,422170,3334804,93,TT2,j90,LBCS_DP,884080,15,0
8,1,0.0905518,True,96,1685,22280,93,TT2,j90,LBCS_DP,983,0,0
8,2,19.6087,True,78,572473,6122916,93,TT2,j90,LBCS_DP,1397593,0,0
8,3,0.0072693,True,70,123,1616,93,TT2,j90,LBCS_DP,0,0,0
8,4,301.819,False,0,6060307,86338913,0,TT2,j90,LBCS_DP,45812006,0,0
8,5,0.00600675,True,63,93,1243,93,TT2,j90,LBCS_DP,0,0,0
8,6,0.00783746,True,70,128,1629,93,TT2,j90,LBCS_DP,0,0,0
8,7,300,False,0,5371198,58250181,0,TT2,j90,LBCS_DP,18203123,0,0
8,8,0.00693214,True,68,156,1733,93,TT2,j90,LBCS_DP,40,0,0
8,9,0.0042841,True,97,93,1052,93,TT2,j90,LBCS_DP,0,0,0
8,10,0.226081,True,88,2366,40857,93,TT2,j90,LBCS_DP,309,0,0
9,1,300,False,0,3259336,46523560,0,TT2,j90,LBCS_DP,11253201,1313,0
9,2,300,False,0,3539443,51058562,0,TT2,j90,LBCS_DP,9095987,20073,0
9,3,300,False,0,3637880,47759150,0,TT2,j90,LBCS_DP,7740820,12,0
9,4,300,False,0,3931090,48500079,0,TT2,j90,LBCS_DP,9383535,41311,0
9,5,300,False,0,4165625,60583261,0,TT2,j90,LBCS_DP,16427655,32364,0
9,6,300,False,0,3738581,52452804,0,TT2,j90,LBCS_DP,9099875,710,0
9,7,300,False,0,2638317,42089897,0,TT2,j90,LBCS_DP,5847903,2,0
9,8,300,False,0,3602000,51081695,0,TT2,j90,LBCS_DP,8365375,92,0
9,9,300,False,0,3070406,46302657,0,TT2,j90,LBCS_DP,6809670,2952,0
9,10,300,False,0,4134197,53798143,0,TT2,j90,LBCS_DP,14277542,22141,0
10,1,300,False,0,2811359,43868968,0,TT2,j90,LBCS_DP,9683903,0,0
10,2,300,False,0,3037347,49208919,0,TT2,j90,LBCS_DP,8579378,0,0
10,3,300,False,0,3142127,50533315,0,TT2,j90,LBCS_DP,10170664,0,0
10,4,0.248902,True,94,3529,51566,93,TT2,j90,LBCS_DP,4367,0,0
10,5,300,False,0,3379475,51201120,0,TT2,j90,LBCS_DP,16288636,0,0
